Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,173.200,6.606,4.036,5.836,6.306,6.948,7.659,9.035,13.465,18.699,0.151
5,171.000,6.473,4.301,5.618,6.132,6.737,7.799,9.458,12.274,15.297,0.154
10,161.800,6.551,4.198,5.684,6.145,6.808,7.918,9.869,13.888,16.530,0.153
15,163.000,6.249,3.604,5.538,5.996,6.557,7.302,8.503,11.695,15.587,0.160
20,172.000,6.344,4.043,5.679,6.092,6.644,7.418,8.497,12.150,15.479,0.158
25,176.600,6.421,4.088,5.648,6.120,6.754,7.423,9.120,12.233,15.885,0.156
30,175.600,6.290,4.101,5.641,6.104,6.556,7.211,8.507,11.592,14.752,0.159
35,175.000,6.371,4.240,5.682,6.120,6.617,7.231,9.312,12.700,14.899,0.157
40,174.600,6.430,3.899,5.752,6.181,6.668,7.379,8.807,12.818,17.798,0.156
45,165.600,6.436,4.061,5.673,6.140,6.673,7.495,9.229,12.750,17.487,0.155
50,173.800,6.539,4.030,5.824,6.279,6.832,7.546,8.932,13.173,15.028,0.153
55,195.600,6.399,4.085,5.746,6.188,6.690,7.240,7.961,11.905,16.976,0.156
60,35.800,6.528,4.646,5.910,6.276,6.780,7.458,8.323,13.328,16.432,0.153
