Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4172.000,2.391,0.202,0.593,1.374,2.430,3.447,6.874,22.266,30.442,0.418
5,4195.000,2.378,0.188,0.572,1.360,2.406,3.413,6.754,22.190,30.868,0.420
10,4185.200,2.388,0.194,0.566,1.333,2.402,3.474,6.924,22.132,32.962,0.419
15,4332.400,2.303,0.170,0.558,1.322,2.352,3.303,6.486,21.497,27.832,0.434
20,4214.600,2.369,0.176,0.568,1.359,2.407,3.444,6.724,21.737,34.611,0.422
25,4336.800,2.304,0.184,0.567,1.360,2.391,3.342,6.623,21.151,31.526,0.434
30,4238.800,2.356,0.181,0.565,1.379,2.409,3.373,6.640,21.505,29.608,0.424
35,4271.400,2.339,0.174,0.561,1.365,2.373,3.332,6.716,21.097,27.450,0.428
40,4324.200,2.311,0.166,0.565,1.351,2.389,3.352,6.594,21.118,30.928,0.433
45,4269.600,2.338,0.184,0.566,1.349,2.390,3.318,6.700,21.115,28.264,0.428
50,4307.800,2.320,0.173,0.574,1.345,2.413,3.364,6.792,20.999,30.117,0.431
55,4306.600,2.321,0.174,0.567,1.355,2.414,3.375,6.712,20.672,27.597,0.431
60,851.200,2.328,0.176,0.580,1.409,2.487,3.475,6.650,20.829,25.680,0.430
