Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,706.800,3.027,0.938,1.658,3.224,3.905,4.344,4.711,7.307,16.503,0.330
5,683.600,3.129,0.915,2.089,3.447,3.866,4.236,4.483,5.648,21.370,0.320
10,549.600,3.591,0.898,3.294,3.611,3.932,4.240,4.497,6.583,9.322,0.278
15,578.200,3.525,0.942,3.271,3.592,3.909,4.212,4.445,5.682,10.785,0.284
20,542.600,3.603,0.919,3.310,3.597,3.900,4.230,4.432,5.379,8.836,0.278
25,624.000,3.273,0.910,2.637,3.546,3.945,4.296,4.567,6.007,9.029,0.306
30,658.800,3.202,0.937,1.805,3.516,4.026,4.492,4.846,7.848,14.644,0.312
35,521.800,3.820,1.447,3.455,3.760,4.116,4.517,4.936,7.028,9.575,0.262
40,630.400,3.204,0.902,1.694,3.583,3.986,4.344,4.603,5.940,12.062,0.312
45,547.000,3.667,1.081,3.395,3.713,4.038,4.397,4.653,5.789,11.791,0.273
50,617.400,3.392,0.920,3.103,3.580,3.960,4.289,4.540,5.758,8.956,0.295
55,540.200,3.702,1.305,3.394,3.693,4.002,4.349,4.620,5.927,10.756,0.270
60,101.000,3.805,2.765,3.459,3.704,4.016,4.382,4.657,7.046,7.786,0.263
