Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,65.000,1.307,0.244,0.613,1.389,1.792,2.252,2.502,2.957,3.209,0.765
5,56.400,1.270,0.202,0.823,1.395,1.626,1.852,1.993,2.568,4.456,0.787
10,53.000,1.465,0.310,1.298,1.487,1.661,1.862,2.027,2.201,2.945,0.683
15,59.400,1.447,0.273,1.315,1.464,1.619,1.781,1.998,2.886,3.311,0.691
20,51.400,1.483,0.273,1.323,1.501,1.657,1.815,1.962,3.062,3.401,0.674
25,57.000,1.235,0.255,0.864,1.405,1.598,1.749,1.897,2.193,2.863,0.810
30,62.200,1.120,0.216,0.439,1.258,1.552,1.774,1.914,2.432,2.756,0.893
35,53.200,1.465,0.439,1.303,1.479,1.672,1.788,1.988,2.231,3.005,0.682
40,57.600,1.235,0.207,0.827,1.400,1.627,1.851,1.974,2.291,2.476,0.810
45,60.800,1.484,0.304,1.318,1.496,1.667,1.905,2.057,2.262,3.696,0.674
50,57.000,1.274,0.258,1.009,1.372,1.601,1.777,1.919,2.252,3.038,0.785
55,50.200,1.503,0.438,1.318,1.480,1.685,1.877,2.049,2.474,2.792,0.665
60,10.000,1.537,1.170,1.309,1.476,1.686,1.878,2.175,2.835,2.835,0.650
