Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1864.200,2.265,0.898,1.760,2.201,2.689,3.141,3.402,3.919,5.821,0.442
5,1888.600,2.227,0.889,1.717,2.176,2.647,3.078,3.349,3.968,8.072,0.449
10,1860.200,2.250,0.816,1.736,2.190,2.679,3.127,3.427,4.042,5.549,0.444
15,1942.600,2.201,0.776,1.708,2.141,2.621,3.044,3.305,3.801,10.054,0.454
20,1890.400,2.233,0.857,1.731,2.177,2.659,3.087,3.359,3.970,9.396,0.448
25,1950.800,2.226,0.795,1.737,2.179,2.643,3.042,3.323,3.880,9.382,0.449
30,1921.000,2.220,0.801,1.727,2.173,2.647,3.049,3.304,3.840,8.731,0.450
35,1926.400,2.194,0.788,1.726,2.147,2.613,3.011,3.257,3.710,7.680,0.456
40,1933.200,2.226,0.857,1.727,2.174,2.651,3.064,3.320,3.940,6.516,0.449
45,1927.400,2.213,0.852,1.730,2.170,2.640,3.047,3.280,3.765,5.146,0.452
50,1920.600,2.252,0.788,1.766,2.203,2.679,3.091,3.345,3.867,10.520,0.444
55,1897.800,2.231,0.755,1.746,2.190,2.662,3.052,3.287,3.716,8.821,0.448
60,383.600,2.302,0.894,1.773,2.238,2.749,3.168,3.447,4.023,10.419,0.434
