Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,70.600,4.075,1.019,2.097,4.232,5.721,6.417,6.833,7.625,9.289,0.245
5,63.600,4.070,0.711,2.049,4.611,5.458,6.086,6.386,7.194,7.947,0.246
10,55.000,4.940,1.193,4.376,5.012,5.635,6.148,6.570,7.351,7.951,0.202
15,55.400,4.907,1.179,4.345,5.087,5.692,6.186,6.344,7.090,7.692,0.204
20,56.200,4.987,1.317,4.445,5.124,5.631,6.100,6.467,7.416,7.554,0.201
25,58.200,4.309,0.980,3.545,4.798,5.398,5.882,6.362,7.100,7.303,0.232
30,65.400,3.898,0.932,2.138,4.211,5.382,6.064,6.369,7.535,8.171,0.257
35,48.200,4.941,1.447,4.321,5.117,5.619,6.167,6.540,7.080,10.029,0.202
40,65.800,3.981,0.868,1.692,4.480,5.495,6.151,6.577,7.297,7.754,0.251
45,53.000,4.879,1.081,4.194,4.972,5.602,6.230,6.554,7.685,8.162,0.205
50,60.000,4.535,0.984,3.627,4.898,5.626,6.219,6.726,7.648,8.526,0.221
55,55.200,4.852,1.351,4.199,5.007,5.550,5.948,6.334,7.055,8.554,0.206
60,11.600,5.018,3.115,4.493,5.127,5.644,5.986,6.415,6.615,6.615,0.199
