Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,58.600,20.287,4.854,10.556,25.420,27.395,28.758,30.271,34.435,36.441,0.049
5,66.000,19.698,5.163,8.552,25.121,27.037,28.496,29.059,30.357,31.219,0.051
10,51.600,25.567,5.853,25.276,26.301,27.434,28.537,29.288,30.156,30.781,0.039
15,49.800,24.570,4.969,25.117,26.328,27.267,28.490,29.242,32.955,34.498,0.041
20,50.400,25.114,6.018,25.146,26.178,27.124,28.061,28.490,29.430,30.210,0.040
25,56.200,23.261,5.197,20.894,27.085,28.545,29.903,30.293,32.838,61.110,0.043
30,57.200,19.612,5.229,8.380,24.754,27.543,29.373,30.438,32.764,38.625,0.051
35,54.200,26.304,9.154,25.938,27.098,28.367,29.594,30.163,32.015,32.941,0.038
40,60.400,22.130,5.301,11.538,27.121,28.444,29.410,30.382,31.671,33.481,0.045
45,50.400,25.842,6.687,26.106,27.220,28.216,29.244,29.829,30.316,30.985,0.039
50,54.000,22.721,4.821,22.409,25.677,27.117,28.046,28.803,30.212,31.615,0.044
55,51.000,25.607,7.311,25.069,26.197,27.218,28.002,28.775,31.449,33.722,0.039
60,8.800,26.340,23.214,25.346,26.056,27.164,28.402,29.150,31.586,31.586,0.038
