Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1532.400,2.910,1.071,2.190,2.765,3.367,3.919,4.321,5.617,89.542,0.344
5,1720.800,2.619,0.971,2.057,2.587,3.115,3.569,3.815,4.301,6.139,0.382
10,1671.400,2.678,1.089,2.077,2.599,3.152,3.620,3.919,5.636,12.365,0.373
15,1672.800,2.720,1.047,2.091,2.637,3.191,3.676,4.021,6.096,11.298,0.368
20,1759.200,2.607,1.013,2.047,2.568,3.107,3.544,3.776,4.274,6.376,0.384
25,1705.600,2.613,0.876,2.058,2.570,3.117,3.548,3.796,4.258,11.918,0.383
30,1729.800,2.625,1.037,2.063,2.590,3.133,3.563,3.814,4.273,5.952,0.381
35,1717.400,2.629,1.002,2.060,2.579,3.129,3.583,3.859,4.356,7.062,0.380
40,1712.000,2.623,1.022,2.066,2.575,3.125,3.558,3.797,4.323,13.209,0.381
45,1679.200,2.630,1.030,2.074,2.569,3.129,3.567,3.848,4.334,11.173,0.380
50,1714.600,2.634,0.969,2.076,2.584,3.148,3.571,3.829,4.294,6.711,0.380
55,1670.800,2.646,1.047,2.087,2.594,3.155,3.615,3.851,4.296,8.568,0.378
