Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1699.000,0.712,0.360,0.559,0.644,0.768,0.916,1.059,1.879,14.082,1.405
5,1808.200,0.652,0.329,0.539,0.618,0.735,0.858,0.945,1.162,3.390,1.534
10,1803.000,0.633,0.313,0.524,0.601,0.710,0.827,0.918,1.196,2.256,1.579
15,1816.200,0.648,0.342,0.532,0.609,0.726,0.853,0.966,1.228,3.082,1.543
20,1826.600,0.635,0.339,0.528,0.602,0.710,0.830,0.917,1.159,3.183,1.574
25,1855.800,0.638,0.300,0.532,0.607,0.717,0.821,0.901,1.084,8.357,1.568
30,1868.600,0.618,0.337,0.523,0.594,0.691,0.790,0.850,1.010,5.415,1.619
35,1850.800,0.621,0.345,0.525,0.599,0.698,0.797,0.862,1.029,3.121,1.610
40,1860.600,0.637,0.357,0.535,0.608,0.714,0.815,0.890,1.089,6.167,1.571
45,1841.600,0.645,0.324,0.535,0.614,0.723,0.837,0.937,1.188,3.634,1.551
50,1800.000,0.654,0.332,0.535,0.611,0.726,0.852,0.982,1.331,7.388,1.529
55,1886.800,0.625,0.305,0.530,0.602,0.698,0.795,0.855,1.007,6.129,1.600
