Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,163.000,19.834,14.936,17.431,18.746,20.592,22.989,24.980,61.311,89.124,0.050
5,161.400,19.032,15.068,17.040,18.487,20.346,22.575,24.152,26.634,31.248,0.053
10,175.600,18.544,14.721,16.871,17.878,19.657,21.565,23.109,27.296,34.955,0.054
15,162.200,18.753,15.025,16.803,18.106,19.746,22.605,24.452,27.824,36.036,0.053
20,168.200,18.452,14.929,16.864,17.932,19.378,21.649,22.973,25.707,29.572,0.054
25,167.000,18.487,15.212,16.914,18.046,19.597,21.321,22.392,25.251,27.533,0.054
30,177.600,18.138,14.949,16.687,17.705,19.002,20.885,22.253,24.922,26.414,0.055
35,175.000,18.133,14.839,16.609,17.670,19.040,20.785,22.457,25.780,28.446,0.055
40,162.800,18.073,14.850,16.678,17.576,18.998,20.851,22.170,24.547,30.919,0.055
45,162.800,18.282,15.187,16.777,17.754,19.109,21.048,23.526,26.075,28.795,0.055
50,166.000,18.417,15.201,16.756,17.699,19.146,21.461,23.539,29.155,34.125,0.054
55,171.000,18.070,15.264,16.701,17.563,18.876,20.796,22.047,24.375,27.801,0.055
