Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3059,3059.000,360,842,1885,3270,3138,5682,11772,25412,89124
1,3981,3981.000,258,654,1590,2505,2664,3893,6376,20453,27716
2,4223,4223.000,246,628,1531,2361,2601,3560,6240,19375,28076
3,4374,4374.000,213,609,1289,2289,2511,3494,5979,20218,26193
4,4251,4251.000,232,611,1412,2342,2503,3713,6366,19963,27258
5,4299,4299.000,216,602,1410,2319,2600,3737,5994,19618,26392
6,4320,4320.000,214,600,1402,2311,2576,3654,6303,19574,28159
7,4135,4135.000,222,601,1449,2408,2588,3869,6414,20476,26955
8,4083,4083.000,202,648,1538,2441,2736,4102,6492,20943,29382
9,4180,4180.000,181,623,1483,2394,2638,3919,6241,20363,31248
10,4234,4234.000,219,594,1370,2353,2550,3660,6330,20042,27598
11,4434,4434.000,190,596,1466,2247,2526,3491,5893,19395,22856
12,3948,3948.000,235,643,1523,2534,2740,4584,7268,20801,34955
13,4201,4201.000,193,594,1444,2373,2560,3765,6354,19971,27064
14,4219,4219.000,201,581,1448,2370,2528,3553,6430,19517,30288
15,4058,4058.000,197,620,1414,2451,2689,4094,7059,20580,30382
16,3912,3912.000,185,654,1408,2549,2776,4723,7331,21586,36036
17,4349,4349.000,178,586,1430,2306,2557,3707,6170,19141,27399
18,4452,4452.000,199,600,1493,2236,2569,3572,5820,19201,25986
19,4367,4367.000,186,582,1420,2284,2438,3519,5937,19407,29534
20,4130,4130.000,231,618,1552,2423,2687,4046,6326,20636,29572
21,4142,4142.000,200,606,1529,2415,2646,3907,6189,20095,26569
22,4365,4365.000,184,600,1469,2277,2572,3528,5909,19232,26405
23,4206,4206.000,192,604,1476,2374,2584,3965,6342,18848,26558
24,4468,4468.000,171,579,1399,2240,2472,3426,5976,18742,25492
25,4307,4307.000,213,599,1453,2320,2561,3711,6109,19337,25251
26,4158,4158.000,187,611,1520,2409,2618,3698,6521,19879,26425
27,4151,4151.000,198,651,1531,2393,2733,3933,6336,20283,27533
28,4341,4341.000,203,578,1380,2297,2483,3460,6217,19456,25348
29,4531,4531.000,212,598,1405,2206,2518,3486,5806,18986,25332
30,4410,4410.000,194,579,1399,2264,2532,3511,6053,18661,24145
31,4280,4280.000,193,586,1413,2334,2494,3627,6436,19159,24409
32,4361,4361.000,184,589,1429,2289,2503,3464,5895,19315,26414
33,4139,4139.000,200,611,1519,2421,2643,3825,6668,19963,26301
34,4479,4479.000,192,586,1383,2224,2512,3512,6100,18384,24922
35,4373,4373.000,203,604,1394,2283,2546,3600,6122,19448,27047
36,4275,4275.000,207,588,1491,2335,2478,3629,6327,18860,25780
37,4275,4275.000,204,602,1453,2335,2551,3641,6269,19497,28446
38,4300,4300.000,216,590,1443,2328,2561,3576,6361,19058,25826
39,4426,4426.000,199,595,1421,2257,2507,3476,5942,18949,26059
40,4249,4249.000,204,615,1530,2349,2648,3760,6380,18975,28365
41,4236,4236.000,188,609,1477,2358,2603,3830,6478,19612,26083
42,4449,4449.000,216,594,1442,2243,2560,3461,5983,18244,30919
43,4208,4208.000,185,623,1502,2379,2689,3961,6423,19040,24756
44,4482,4482.000,212,591,1410,2228,2505,3591,5908,18451,24325
45,4517,4517.000,188,584,1294,2204,2487,3383,5977,18332,23107
46,4253,4253.000,186,601,1547,2355,2597,3695,6267,18741,24769
47,3931,3931.000,183,676,1537,2535,2855,4689,6733,22197,28795
48,4342,4342.000,186,612,1437,2301,2598,3686,6020,18903,27380
49,4301,4301.000,193,609,1485,2322,2610,3658,6112,19157,26075
50,3554,3554.000,191,759,1657,2817,3246,5241,7583,22911,34125
51,4318,4318.000,190,594,1473,2311,2555,3676,6212,18621,24317
52,4476,4476.000,204,594,1453,2227,2585,3479,5944,18721,23698
53,4201,4201.000,195,594,1428,2384,2583,3662,6874,18874,23620
54,4338,4338.000,194,584,1408,2303,2521,3535,6248,18855,25897
55,4398,4398.000,200,613,1498,2268,2565,3536,5913,18839,26680
56,4445,4445.000,209,591,1407,2249,2473,3428,5956,18930,23907
57,4292,4292.000,178,588,1397,2325,2502,3637,6294,19046,27801
58,4345,4345.000,183,606,1466,2298,2586,3681,6048,18951,26296
59,4373,4373.000,206,598,1461,2270,2570,3478,6049,18582,24819
