Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1239.200,0.623,0.303,0.511,0.592,0.708,0.826,0.896,1.140,3.320,1.604
5,1336.200,0.586,0.296,0.485,0.559,0.667,0.773,0.829,0.964,3.202,1.707
10,1338.800,0.583,0.299,0.482,0.560,0.663,0.773,0.829,0.944,1.866,1.716
15,1379.200,0.581,0.309,0.480,0.559,0.663,0.766,0.821,0.935,3.933,1.720
20,1350.400,0.574,0.280,0.474,0.551,0.658,0.762,0.817,0.925,2.363,1.742
25,1363.400,0.582,0.303,0.482,0.562,0.665,0.768,0.814,0.907,2.693,1.719
30,1370.800,0.582,0.300,0.484,0.561,0.665,0.768,0.816,0.926,3.017,1.717
35,1327.600,0.602,0.313,0.499,0.580,0.689,0.789,0.839,0.972,1.959,1.662
40,1253.200,0.584,0.310,0.480,0.558,0.672,0.779,0.829,0.942,3.606,1.714
45,1305.000,0.580,0.317,0.478,0.557,0.667,0.768,0.814,0.917,2.535,1.724
50,1353.800,0.580,0.290,0.479,0.559,0.666,0.766,0.817,0.912,3.002,1.725
55,1342.800,0.593,0.306,0.493,0.570,0.679,0.778,0.826,0.924,1.988,1.688
60,289.800,0.585,0.316,0.483,0.569,0.673,0.772,0.821,0.896,1.660,1.710
