Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2922.000,3.407,0.171,0.621,1.468,2.521,3.705,7.854,44.879,60.186,0.294
5,3067.600,3.259,0.179,0.577,1.329,2.399,3.612,7.311,43.601,56.298,0.307
10,3114.800,3.207,0.175,0.577,1.365,2.389,3.558,6.926,43.018,55.545,0.312
15,3225.600,3.091,0.159,0.574,1.354,2.376,3.463,6.475,43.117,55.243,0.324
20,3131.000,3.194,0.174,0.564,1.308,2.350,3.456,6.543,43.227,55.291,0.313
25,3167.800,3.148,0.169,0.576,1.343,2.412,3.507,6.386,42.594,55.578,0.318
30,3150.400,3.170,0.172,0.569,1.303,2.378,3.415,6.524,42.805,54.787,0.315
35,3054.000,3.277,0.175,0.590,1.343,2.452,3.548,6.620,45.439,57.049,0.305
40,2955.200,3.378,0.166,0.570,1.345,2.417,3.597,7.117,44.258,58.290,0.296
45,3096.600,3.222,0.177,0.571,1.379,2.392,3.551,6.553,42.486,56.181,0.310
50,3134.000,3.190,0.180,0.567,1.315,2.387,3.451,6.478,43.222,54.755,0.314
55,3150.600,3.171,0.175,0.578,1.351,2.403,3.489,6.504,42.466,56.152,0.315
60,646.400,3.021,0.194,0.571,1.200,2.362,3.439,6.332,42.269,51.959,0.331
