Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1321.200,2.352,0.913,1.818,2.266,2.778,3.294,3.603,4.360,25.221,0.425
5,1354.600,2.262,0.831,1.735,2.178,2.675,3.205,3.534,4.160,7.116,0.442
10,1390.600,2.249,0.822,1.744,2.178,2.654,3.150,3.472,4.069,6.352,0.445
15,1465.000,2.236,0.882,1.724,2.160,2.653,3.146,3.444,4.034,13.157,0.447
20,1403.200,2.207,0.742,1.703,2.136,2.627,3.120,3.420,3.907,6.799,0.453
25,1422.600,2.248,0.868,1.735,2.188,2.674,3.159,3.438,3.957,6.022,0.445
30,1405.400,2.233,0.826,1.731,2.161,2.652,3.130,3.415,3.908,10.367,0.448
35,1361.200,2.296,0.824,1.765,2.237,2.750,3.222,3.509,4.025,7.500,0.436
40,1339.400,2.228,0.857,1.697,2.154,2.675,3.162,3.467,3.947,6.869,0.449
45,1414.800,2.217,0.879,1.709,2.139,2.648,3.146,3.454,3.958,5.568,0.451
50,1411.200,2.222,0.862,1.707,2.157,2.667,3.144,3.417,3.922,5.697,0.450
55,1423.200,2.233,0.800,1.741,2.164,2.658,3.140,3.433,3.931,4.831,0.448
60,277.400,2.242,0.903,1.749,2.183,2.678,3.121,3.407,3.890,5.872,0.446
