Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,340.800,7.815,0.117,0.316,0.522,1.087,26.440,29.379,42.675,1102.060,0.128
5,163.800,19.293,0.178,0.891,25.957,28.936,33.230,35.736,66.566,83.339,0.052
10,192.200,18.358,0.155,0.809,25.866,28.364,31.051,33.138,43.240,92.014,0.054
15,212.200,16.522,0.150,0.716,25.306,27.861,30.228,31.689,35.164,38.990,0.061
20,206.200,17.663,0.160,0.738,25.669,28.009,30.513,32.065,37.139,39.191,0.057
25,206.200,15.648,0.153,0.668,24.786,27.746,30.438,32.648,37.978,48.667,0.064
30,196.200,16.651,0.159,0.661,25.278,27.952,30.236,32.273,54.653,77.550,0.060
35,219.200,15.086,0.151,0.621,23.491,27.831,30.745,32.515,36.674,41.042,0.066
40,220.800,14.777,0.149,0.622,23.742,27.248,29.217,30.875,34.486,37.590,0.068
45,216.400,15.561,0.156,0.636,25.034,27.281,29.220,31.090,35.067,40.785,0.064
50,162.600,17.523,0.136,0.695,25.045,27.766,30.186,34.633,81.122,88.547,0.057
55,215.200,14.873,0.140,0.613,8.562,27.905,30.449,32.167,34.817,37.420,0.067
60,44.400,14.856,0.198,0.642,24.300,27.711,29.575,31.819,33.535,40.462,0.067
