Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,339.800,0.795,0.111,0.375,0.593,1.011,1.611,2.006,3.011,5.365,1.257
5,154.000,1.181,0.160,0.687,0.872,1.143,1.534,1.894,3.453,76.185,0.847
10,177.800,0.894,0.160,0.559,0.770,0.961,1.244,1.418,2.066,58.047,1.118
15,204.200,0.669,0.128,0.363,0.679,0.866,1.063,1.219,1.604,2.557,1.495
20,197.600,0.629,0.141,0.349,0.630,0.820,1.001,1.138,1.589,2.142,1.591
25,196.400,0.665,0.169,0.339,0.597,0.797,0.982,1.134,2.060,12.481,1.504
30,198.800,0.887,0.147,0.321,0.568,0.768,0.963,1.166,12.253,45.765,1.128
35,220.400,0.634,0.155,0.308,0.522,0.744,0.909,1.065,1.915,19.984,1.576
40,217.200,0.571,0.133,0.299,0.472,0.714,0.862,1.005,1.529,11.448,1.752
45,210.200,0.591,0.147,0.292,0.429,0.696,0.886,1.001,1.964,19.565,1.691
50,177.400,2.225,0.139,0.294,0.503,0.774,1.155,4.749,57.963,197.338,0.449
55,211.400,0.547,0.109,0.287,0.397,0.668,0.905,1.064,1.503,21.758,1.827
60,50.000,0.568,0.137,0.268,0.385,0.671,0.877,0.962,4.941,8.844,1.761
