Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,172.800,19.081,14.838,17.123,18.728,20.631,22.476,23.677,26.083,28.129,0.052
5,164.000,19.474,14.589,17.072,18.663,20.903,23.803,26.078,32.296,37.800,0.051
10,185.000,18.442,14.719,16.623,17.918,19.709,21.809,23.118,26.484,34.619,0.054
15,174.800,18.467,14.461,16.732,17.896,19.630,21.759,23.230,26.628,31.573,0.054
20,173.000,18.564,14.610,16.821,17.995,19.766,21.926,23.435,26.597,33.587,0.054
25,178.400,18.420,14.859,16.766,17.874,19.416,21.576,23.161,25.859,29.782,0.054
30,166.600,18.723,14.848,16.785,18.083,19.867,22.133,23.766,29.008,34.535,0.053
35,169.200,18.473,14.615,16.803,17.956,19.643,21.725,23.324,26.305,28.948,0.054
40,175.400,18.487,14.980,16.645,17.915,19.587,21.906,23.574,27.169,29.292,0.054
45,168.000,18.626,15.088,16.682,17.775,19.436,21.980,24.635,32.878,39.605,0.054
50,175.600,18.543,15.059,16.643,17.735,19.281,21.409,23.018,37.290,49.257,0.054
55,176.000,18.452,14.895,16.806,17.925,19.556,21.591,23.246,26.346,31.392,0.054
60,36.600,18.677,15.344,16.889,18.229,19.868,22.258,23.139,25.856,27.754,0.054
