Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3049,3049.000,247,629,1324,3283,2488,3571,6219,44307,61303
1,3134,3134.000,220,592,1383,3204,2470,3595,6002,41321,60281
2,3187,3187.000,227,594,1365,3100,2490,3568,6069,41050,56559
3,3260,3260.000,205,591,1370,3084,2430,3495,5838,42287,61758
4,3557,3557.000,212,590,1335,2793,2388,3280,5452,39774,56035
5,3480,3480.000,170,569,1405,2870,2346,3257,5403,39402,59812
6,3150,3150.000,190,568,1354,3194,2349,3468,5954,41600,70399
7,3308,3308.000,200,563,1276,2991,2321,3376,5507,39995,94265
8,3170,3170.000,210,554,1275,3145,2332,3543,6231,39991,58500
9,3158,3158.000,202,547,1300,3174,2356,3516,6206,40655,56595
10,3680,3680.000,189,561,1256,2701,2282,3149,5237,39808,53491
11,3480,3480.000,190,563,1293,2885,2392,3444,5449,39838,53174
12,3391,3391.000,210,566,1331,2932,2348,3323,5451,41720,56540
13,3189,3189.000,176,569,1254,3123,2389,3607,5992,40376,57532
14,3335,3335.000,198,554,1280,3003,2303,3323,5579,41792,86162
15,3166,3166.000,188,538,1223,3181,2329,3542,6198,40253,84238
16,3312,3312.000,191,555,1315,3013,2342,3371,5809,39956,53761
17,3515,3515.000,195,549,1157,2833,2341,3354,5648,39599,54537
18,3298,3298.000,173,543,1223,2995,2289,3321,5579,39865,58835
19,3416,3416.000,188,563,1357,2952,2379,3391,5423,39138,55531
20,3358,3358.000,182,563,1341,2938,2358,3370,5613,40062,51856
21,3321,3321.000,189,558,1341,3022,2376,3396,5849,40287,70224
22,3443,3443.000,186,562,1361,2889,2340,3242,5467,40343,83808
23,3262,3262.000,192,552,1331,3080,2342,3506,6048,40311,81096
24,3366,3366.000,178,558,1337,2968,2327,3437,5793,39894,54119
25,3418,3418.000,204,557,1301,2913,2317,3349,5658,39806,60452
26,3268,3268.000,190,539,1335,3064,2365,3346,5861,39966,58691
27,3413,3413.000,189,558,1295,2928,2379,3454,5597,39801,62035
28,3546,3546.000,188,555,1262,2819,2306,3216,5482,39630,60777
29,3410,3410.000,179,556,1316,2923,2388,3423,5813,39504,70482
30,3274,3274.000,204,567,1325,3046,2352,3350,5686,41107,79115
31,3308,3308.000,197,555,1308,3026,2348,3434,5914,39227,78982
32,3198,3198.000,187,563,1373,3133,2363,3434,6087,40889,60834
33,3164,3164.000,183,554,1317,3141,2333,3436,6174,41652,58058
34,3150,3150.000,176,556,1221,3172,2357,3562,6123,40706,58745
35,3349,3349.000,190,561,1328,2984,2395,3516,5830,39603,57659
36,3290,3290.000,189,560,1371,3021,2402,3379,5884,40013,61869
37,3382,3382.000,169,559,1316,2962,2375,3434,5662,41021,83652
38,3216,3216.000,178,561,1329,3118,2383,3535,5959,39814,76309
39,3220,3220.000,189,557,1334,3098,2380,3416,6134,39892,80170
40,3429,3429.000,187,558,1366,2901,2428,3343,5621,39615,58135
41,3170,3170.000,178,554,1208,3160,2307,3411,6319,40334,60126
42,3166,3166.000,198,548,1309,3154,2371,3507,6374,41544,58173
43,3118,3118.000,202,556,1359,3200,2392,3560,6350,40301,58945
44,3262,3262.000,169,549,1205,3071,2361,3349,5973,40712,69308
45,3485,3485.000,196,556,1279,2861,2344,3296,5451,39045,84795
46,3316,3316.000,193,561,1323,3025,2371,3475,5786,39767,86996
47,3380,3380.000,173,545,1137,2965,2290,3241,5635,40864,94575
48,3325,3325.000,185,565,1346,2989,2419,3491,5855,38909,59120
49,3385,3385.000,174,546,1213,2931,2306,3296,5743,39828,58659
50,3301,3301.000,185,556,1319,3055,2336,3407,5733,40453,59794
51,3395,3395.000,159,541,1150,2923,2282,3274,5739,41343,71701
52,3304,3304.000,194,563,1323,3039,2385,3537,5756,39698,92766
53,3095,3095.000,166,559,1393,3209,2424,3512,6464,39901,75627
54,3338,3338.000,165,559,1214,3017,2333,3373,5822,39914,76412
55,3233,3233.000,190,549,1247,3069,2387,3414,6138,40657,73661
56,3149,3149.000,188,577,1275,3176,2422,3495,6396,39758,56317
57,3222,3222.000,162,583,1358,3126,2377,3386,6230,40896,60669
58,3427,3427.000,185,559,1342,2897,2404,3401,5686,39031,59263
59,3206,3206.000,171,570,1408,3095,2385,3489,6097,39481,74504
60,3194,3194.000,175,552,1293,3078,2323,3497,6012,40616,68179
