Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1398.000,0.623,0.326,0.519,0.601,0.707,0.809,0.873,1.007,3.061,1.605
5,1384.200,0.587,0.308,0.486,0.563,0.670,0.769,0.823,0.935,4.832,1.703
10,1478.600,0.585,0.297,0.488,0.567,0.670,0.766,0.812,0.920,2.445,1.708
15,1450.400,0.579,0.307,0.483,0.555,0.663,0.765,0.813,0.906,2.725,1.727
20,1421.000,0.580,0.304,0.485,0.561,0.663,0.756,0.809,0.915,1.600,1.724
25,1468.200,0.578,0.302,0.485,0.558,0.659,0.756,0.803,0.890,2.847,1.731
30,1377.400,0.583,0.286,0.481,0.562,0.670,0.767,0.818,0.915,3.324,1.715
35,1406.000,0.584,0.311,0.484,0.561,0.666,0.765,0.811,0.913,7.169,1.713
40,1391.600,0.580,0.310,0.482,0.558,0.666,0.764,0.813,0.900,2.722,1.723
45,1476.400,0.579,0.313,0.483,0.561,0.666,0.760,0.809,0.892,2.491,1.727
50,1411.600,0.582,0.308,0.484,0.560,0.666,0.761,0.813,0.922,2.562,1.719
55,1395.800,0.585,0.305,0.488,0.569,0.673,0.761,0.810,0.902,3.498,1.708
60,274.400,0.571,0.318,0.469,0.553,0.661,0.754,0.811,0.910,1.812,1.751
