Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3237.400,3.084,0.205,0.599,1.355,2.446,3.475,5.886,41.552,61.758,0.324
5,3253.200,3.070,0.170,0.561,1.325,2.341,3.407,5.816,40.578,94.265,0.326
10,3415.000,2.923,0.176,0.563,1.284,2.343,3.359,5.533,40.352,86.162,0.342
15,3341.400,2.991,0.173,0.549,1.269,2.333,3.396,5.694,39.810,84.238,0.334
20,3350.000,2.979,0.178,0.559,1.342,2.344,3.383,5.737,40.191,83.808,0.336
25,3411.000,2.928,0.179,0.553,1.303,2.350,3.347,5.666,39.874,70.482,0.342
30,3218.800,3.103,0.176,0.560,1.310,2.350,3.443,5.977,40.698,79.115,0.322
35,3291.400,3.036,0.169,0.559,1.340,2.388,3.455,5.890,39.901,83.652,0.329
40,3229.000,3.094,0.169,0.553,1.286,2.368,3.425,6.026,40.423,69.308,0.323
45,3378.200,2.954,0.173,0.554,1.255,2.347,3.346,5.717,39.737,94.575,0.339
50,3286.600,3.046,0.159,0.556,1.293,2.354,3.412,5.865,40.158,92.766,0.328
55,3247.400,3.070,0.162,0.567,1.320,2.395,3.432,6.017,39.792,74.504,0.326
60,638.800,3.079,0.175,0.552,1.293,2.323,3.497,6.012,40.616,68.179,0.325
