Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.000,7.497,1.048,1.414,7.495,11.978,14.450,15.444,17.384,17.384,0.133
5,12.000,2.110,1.013,1.230,1.472,2.018,4.755,6.555,7.613,7.613,0.474
10,18.800,1.491,0.969,1.160,1.327,1.706,2.019,2.152,4.139,4.139,0.671
15,15.200,1.309,0.938,1.165,1.224,1.413,1.721,1.792,2.053,2.053,0.764
20,21.000,1.317,0.975,1.114,1.232,1.487,1.746,1.816,1.887,1.933,0.760
25,18.200,1.367,1.001,1.126,1.247,1.635,1.773,1.858,2.904,2.904,0.731
30,19.600,1.355,0.952,1.150,1.234,1.625,1.764,1.913,2.006,2.006,0.738
35,18.600,1.281,0.976,1.132,1.205,1.343,1.685,1.763,2.046,2.046,0.781
40,18.600,1.360,0.966,1.142,1.236,1.578,1.832,1.949,2.027,2.027,0.736
45,15.600,1.353,1.051,1.135,1.260,1.580,1.817,1.925,2.006,2.006,0.739
50,16.000,1.327,1.007,1.148,1.211,1.423,1.829,1.946,2.034,2.034,0.753
55,15.000,1.367,1.000,1.161,1.245,1.642,1.774,1.888,1.909,1.909,0.732
60,4.200,1.232,1.022,1.103,1.157,1.273,1.492,1.496,2.148,2.148,0.812
