Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,379,379.000,479,2805,4591,26093,44570,58963,88734,286271,371308
1,323,323.000,636,2752,5072,34165,46370,60447,131456,355644,608442
2,370,370.000,483,1911,3333,25111,43978,63284,123400,256127,402801
3,365,365.000,419,2154,3809,28120,44326,54863,122095,363814,379563
4,399,399.000,507,2050,3344,25492,44520,55429,78658,357917,429109
5,405,405.000,429,1906,3404,24889,44261,54422,79211,251300,419524
6,316,316.000,444,1952,3822,29289,44902,58337,129654,275772,421926
7,491,491.000,430,1938,3269,20053,44047,50275,67360,160925,184341
8,449,449.000,384,1654,3106,23043,43910,59346,100802,206761,279326
9,387,387.000,363,2027,3422,24786,44331,64655,124760,162688,295519
10,445,445.000,427,1788,3388,23384,44040,56974,80054,173159,274940
11,424,424.000,421,2070,3486,23071,44430,57279,82931,157839,302044
12,410,410.000,452,1984,3169,23887,44505,58486,79324,161639,306105
13,479,479.000,355,1729,3070,21086,43872,57587,79710,138980,157608
14,457,457.000,382,1936,3061,21709,44074,54940,81773,157864,201239
15,424,424.000,395,1930,3221,24243,44207,60028,80674,164542,201558
16,436,436.000,367,1698,3074,22405,44024,59122,79280,148081,172393
17,403,403.000,406,1737,2989,25559,44234,65320,125104,157761,286327
18,467,467.000,409,1543,2846,21150,43859,51435,78771,161651,305277
19,400,400.000,375,1825,3380,24506,44563,63082,102510,154622,280113
20,449,449.000,399,1597,2806,23606,43941,61433,81062,219641,402073
21,413,413.000,435,1641,2808,22786,43861,56644,121793,158115,239012
22,477,477.000,364,1580,2936,21285,43885,54607,72289,150746,264353
23,411,411.000,407,1674,2907,23786,43970,64276,93351,153280,246178
24,498,498.000,391,1685,2886,20637,43808,54658,78706,154217,252613
25,449,449.000,399,1628,2945,22288,43783,60857,79514,161614,188124
26,398,398.000,432,1748,2933,24839,44063,65254,125885,155535,242568
27,485,485.000,407,1625,2702,20437,43555,55045,80056,150230,248490
28,446,446.000,391,1739,2967,22441,43856,58524,80530,149422,188079
29,435,435.000,378,1639,3018,23157,43991,63514,109818,156314,194477
30,468,468.000,353,1677,2790,21227,44062,56909,79381,148979,165569
31,431,431.000,410,1694,2777,22907,44157,56386,79006,140120,186297
32,418,418.000,388,1610,2998,24020,43988,62893,78928,166253,199804
33,458,458.000,333,1755,2987,22168,43655,61455,95546,159682,182114
34,500,500.000,395,1375,2550,19815,43790,51144,79841,148502,219834
35,495,495.000,364,1317,2662,20155,43556,50288,65272,155431,370722
36,402,402.000,363,1488,2666,25064,43935,64233,91526,152458,416574
37,463,463.000,355,1420,2698,21893,43831,52157,78367,130866,293850
38,435,435.000,364,1651,2768,22395,44192,57411,97024,152704,176232
39,427,427.000,397,1576,2758,23377,43534,56283,123037,162158,276124
40,497,497.000,371,1543,2514,20308,43579,53369,76244,149271,201280
41,448,448.000,400,1662,2810,22184,43774,56712,77331,155288,226831
42,437,437.000,388,1688,2734,22947,43791,58452,81712,153769,200813
43,445,445.000,357,1653,2814,22235,43959,58836,79050,151415,297963
44,407,407.000,358,1650,3095,25092,43988,65562,123595,158307,223890
45,437,437.000,389,1619,2834,22191,43756,61076,78202,153836,186737
46,443,443.000,392,1575,2694,22722,44065,55030,78622,165542,240368
47,403,403.000,368,1655,2800,25223,43932,54817,80681,169074,348128
48,490,490.000,375,1443,2618,20605,43683,52985,79939,147637,290684
49,487,487.000,344,1386,2490,19868,43573,57109,73885,128830,290646
50,546,546.000,361,1305,2405,18859,43340,47586,72771,148588,307469
51,443,443.000,371,1508,2573,22393,44010,59521,80949,160792,194527
52,419,419.000,370,1432,2553,23475,43919,56628,78459,182116,305686
53,387,387.000,396,1867,3010,26173,43992,64250,126047,178386,379766
54,438,438.000,368,1681,3115,22726,43823,53260,78893,151655,173235
55,538,538.000,364,1425,2426,18523,43556,49816,71467,131445,168767
56,404,404.000,355,1719,2843,24855,44513,65701,124317,159657,293918
57,436,436.000,394,1649,2876,22845,44072,62413,79831,159127,205823
58,446,446.000,366,1517,2675,22356,43793,52498,80526,181460,286425
59,431,431.000,411,1449,2493,23122,43653,61726,121767,165276,249455
60,477,477.000,343,1273,2311,19564,43465,55306,78858,144442,164875
