Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,166.800,3.576,1.401,2.632,3.287,4.347,5.314,5.941,6.823,27.501,0.280
5,185.000,3.234,1.299,2.397,2.982,3.732,4.878,5.537,6.507,15.334,0.309
10,203.200,2.961,1.176,2.193,2.784,3.505,4.451,4.951,5.556,16.794,0.338
15,188.200,2.819,1.125,2.045,2.630,3.353,4.317,4.878,5.694,6.523,0.355
20,202.400,2.722,1.073,2.009,2.549,3.210,4.135,4.707,5.516,6.243,0.367
25,199.000,2.820,1.011,2.045,2.595,3.308,4.298,4.918,5.910,22.747,0.355
30,200.600,2.803,0.963,1.957,2.505,3.107,4.007,4.489,9.815,26.943,0.357
35,193.400,2.587,0.996,1.886,2.389,2.990,3.909,4.416,5.591,19.536,0.387
40,198.000,2.568,1.037,1.912,2.412,2.943,3.954,4.436,5.121,7.356,0.389
45,203.800,2.534,0.971,1.830,2.347,2.948,3.918,4.485,5.471,8.536,0.395
50,200.600,2.500,1.020,1.854,2.344,2.947,3.870,4.412,4.964,5.504,0.400
55,205.200,2.535,1.079,1.818,2.324,2.944,3.941,4.410,5.287,10.251,0.394
60,43.000,2.340,1.025,1.743,2.178,2.759,3.663,4.116,4.516,5.441,0.427
