Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1745638298.5070214	1745638341.9191396	43.41211819648743	0.0
2	1745638341.9688358	1745638373.8132496	31.84441375732422	0.04969620704650879
3	1745638373.8662274	1745638405.11637	31.250142574310303	0.052977800369262695
4	1745638405.1655664	1745638593.0025795	187.83701300621033	0.049196481704711914
5	1745638593.0405407	1745638642.6096742	49.56913352012634	0.03796124458312988
6	1745638642.6528633	1745638691.047589	48.39472579956055	0.043189048767089844
7	1745638691.1017737	1745638764.018065	72.91629123687744	0.054184675216674805
8	1745638764.0727596	1745638952.094835	188.0220754146576	0.05469465255737305
9	1745638953.8871088	1745638991.242168	37.3550591468811	1.792273759841919
10	1745638991.2986171	1745639022.7426405	31.444023370742798	0.056449174880981445
11	1745639022.7929747	1745639053.8164787	31.02350401878357	0.05033421516418457
12	1745639053.8788724	1745639091.8636181	37.9847457408905	0.0623936653137207
13	1745639091.9181173	1745639121.3060584	29.387941122055054	0.054499149322509766
14	1745639121.3678606	1745639177.0091264	55.641265869140625	0.06180214881896973
15	1745639177.0751102	1745639224.0566308	46.981520652770996	0.06598377227783203
16	1745639224.1234736	1745639272.2259097	48.10243606567383	0.06684279441833496
17	1745639272.350162	1745639295.9650073	23.614845275878906	0.1242523193359375
18	1745639297.970425	1745639321.0455928	23.075167894363403	2.005417585372925
19	1745639321.1123803	1745639360.5262733	39.41389298439026	0.0667874813079834
20	1745639360.593734	1745639389.61614	29.022405862808228	0.06746077537536621
21	1745639389.6849682	1745639420.5584793	30.87351107597351	0.06882834434509277
22	1745639420.6281118	1745639460.7129974	40.084885597229004	0.06963253021240234
23	1745639460.7710502	1745639484.0223505	23.25130033493042	0.058052778244018555
24	1745639484.094202	1745639554.9023027	70.80810070037842	0.07185149192810059
25	1745639555.0362928	1745639743.0402966	188.00400376319885	0.13399004936218262
26	1745639744.9129672	1745639774.985446	30.072478771209717	1.8726706504821777
27	1745639775.0607939	1745639798.398753	23.337959051132202	0.075347900390625
28	1745639798.473564	1745639827.447827	28.974263191223145	0.07481098175048828
29	1745639827.5289593	1745639856.6214042	29.092444896697998	0.08113217353820801
30	1745639856.69874	1745639885.000951	28.302211046218872	0.07733583450317383
31	1745639885.07691	1745639915.8559737	30.77906370162964	0.0759589672088623
32	1745639915.9383845	1745639946.3862374	30.447852849960327	0.08241081237792969
33	1745639948.6952424	1745639978.302522	29.607279539108276	2.30900502204895
34	1745639978.3866205	1745640020.41289	42.02626943588257	0.08409857749938965
35	1745640020.5010626	1745640071.477185	50.97612237930298	0.08817267417907715
36	1745640071.5634906	1745640106.2036798	34.6401891708374	0.08630561828613281
37	1745640106.290743	1745640137.5231767	31.232433557510376	0.08706331253051758
38	1745640137.597138	1745640168.2479658	30.650827884674072	0.07396125793457031
39	1745640168.3362138	1745640200.8150065	32.478792667388916	0.08824801445007324
40	1745640200.9022954	1745640232.816184	31.913888692855835	0.08728885650634766
41	1745640235.2864053	1745640265.8167193	30.530313968658447	2.4702212810516357
42	1745640265.9067538	1745640298.390583	32.48382925987244	0.09003448486328125
43	1745640298.4818554	1745640327.1700304	28.688174962997437	0.09127235412597656
44	1745640327.2638607	1745640381.3772235	54.11336278915405	0.09383034706115723
45	1745640381.470883	1745640411.3462589	29.875375986099243	0.0936594009399414
46	1745640411.4327385	1745640434.6613283	23.2285897731781	0.08647966384887695
47	1745640434.7557423	1745640622.4291384	187.67339611053467	0.09441399574279785
48	1745640622.45181	1745640679.9946482	57.54283833503723	0.02267146110534668
49	1745640682.6141493	1745640710.7384026	28.124253273010254	2.6195011138916016
50	1745640710.8351116	1745640739.7457604	28.910648822784424	0.09670901298522949
51	1745640739.8375309	1745640769.791743	29.954212188720703	0.09177041053771973
52	1745640769.8821645	1745640799.0661404	29.1839759349823	0.09042143821716309
53	1745640799.1652145	1745640829.2212436	30.056029081344604	0.09907412528991699
54	1745640829.3234904	1745640885.6552486	56.33175826072693	0.10224676132202148
55	1745640885.7506242	1745640919.2133725	33.462748289108276	0.09537553787231445
56	1745640919.3178685	1745640942.6750422	23.357173681259155	0.10449600219726562
57	1745640944.981011	1745640977.476806	32.495795011520386	2.305968761444092
58	1745640977.5720477	1745641010.2430718	32.67102408409119	0.09524178504943848
59	1745641010.3427901	1745641041.7158854	31.373095273971558	0.09971833229064941
60	1745641041.81043	1745641088.1413333	46.33090329170227	0.09454464912414551
61	1745641088.1681826	1745641276.075322	187.90713930130005	0.02684926986694336
62	1745641276.1004355	1745641467.302631	191.20219540596008	0.025113582611083984
63	1745641467.326876	1745641495.7679658	28.441089868545532	0.024245023727416992
64	1745641495.8764083	1745641519.196485	23.32007670402527	0.10844254493713379
65	1745641519.396242	1745641542.4779596	23.08171772956848	0.19975686073303223
66	1745641544.5391278	1745641572.2343235	27.69519567489624	2.0611681938171387
67	1745641572.3010128	1745641610.2658832	37.96487045288086	0.06668925285339355
68	1745641610.3539498	1745641695.2401147	84.88616490364075	0.08806657791137695
69	1745641695.3366919	1745641722.6417873	27.305095434188843	0.09657716751098633
70	1745641722.7420075	1745641746.0315163	23.289508819580078	0.1002202033996582
71	1745641746.15035	1745641773.4101753	27.259825229644775	0.11883378028869629
72	1745641773.512369	1745641807.7168334	34.20446443557739	0.10219359397888184
73	1745641810.2597046	1745641852.23739	41.97768545150757	2.5428712368011475
74	1745641852.3461368	1745641898.6946306	46.348493814468384	0.10874676704406738
75	1745641898.8094664	1745641930.0547671	31.245300769805908	0.11483573913574219
76	1745641930.1682265	1745641973.1434035	42.97517704963684	0.11345934867858887
77	1745641973.1878748	1745642002.586581	29.398706197738647	0.04447126388549805
78	1745642002.6870513	1745642040.08513	37.39807868003845	0.10047030448913574
79	1745642040.2062116	1745642072.1997783	31.993566751480103	0.12108159065246582
80	1745642072.3161724	1745642095.5778823	23.261709928512573	0.11639404296875
