Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,Q1,1745642051.776954,2762826,0,1
2,Q2,1745642054.715443,151449,0,1
3,Q3,1745642055.431490,355066,0,1
4,Q4,1745642055.898604,108051,0,1
5,Q5,1745642056.494127,455097,0,1
6,Q6,1745642057.271411,214339,0,1
7,Q7,1745642058.276574,780920,0,1
8,Q8,1745642060.118482,927089,0,1
9,Q9,1745642061.607993,555419,0,1
10,Q10,1745642062.453231,326149,0,1
11,Q11,1745642062.915905,63528,0,1
12,Q12,1745642063.216165,265878,0,1
13,Q13,1745642064.069950,542896,0,1
14,Q14,1745642064.745279,228481,0,1
15,Q15,1745642065.331749,311628,0,1
16,Q16,1745642066.128560,485290,0,1
17,Q17,1745642066.718593,118918,0,1
18,Q18,1745642068.173679,1334726,0,1
19,Q19,1745642069.539233,34354,0,1
20,Q20,1745642069.768498,179699,0,1
21,Q21,1745642070.416564,452428,0,1
22,Q22,1745642070.933485,52562,0,1
