Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,524.000,3.427,1.296,2.603,3.295,4.053,4.828,5.311,6.807,16.041,0.292
5,497.000,3.017,1.056,2.275,2.877,3.559,4.314,4.885,5.945,15.873,0.331
10,522.000,2.885,0.921,2.177,2.763,3.441,4.082,4.647,5.646,11.342,0.347
15,513.000,2.766,1.027,2.106,2.675,3.253,3.916,4.385,5.415,9.775,0.362
20,521.000,2.684,1.077,2.032,2.594,3.201,3.778,4.245,5.057,10.728,0.373
25,501.600,2.596,0.734,1.961,2.479,3.117,3.630,4.039,5.114,9.667,0.385
30,488.000,2.449,0.999,1.871,2.360,2.915,3.402,3.781,4.847,9.010,0.408
35,491.200,2.487,0.892,1.875,2.408,2.951,3.476,3.878,4.812,9.729,0.402
40,481.800,2.561,0.990,1.950,2.467,3.045,3.533,4.000,5.465,9.836,0.390
45,506.000,2.551,1.019,1.919,2.440,3.011,3.552,3.983,5.184,9.759,0.392
50,511.000,2.460,0.878,1.865,2.353,2.910,3.447,3.915,4.952,9.802,0.407
55,582.200,2.376,0.287,1.793,2.305,2.859,3.307,3.728,4.740,11.143,0.421
60,134.400,2.289,0.255,1.656,2.185,2.874,3.410,3.929,4.774,7.209,0.437
