Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1742757686.5814755	1742757731.8838677	45.30239224433899	0.0
2	1742757731.9344754	1742757776.9084258	44.97395038604736	0.05060768127441406
3	1742757776.9594092	1742757866.4292219	89.46981263160706	0.050983428955078125
4	1742757866.4793324	1742757912.313571	45.83423852920532	0.050110578536987305
5	1742757912.3659897	1742757957.517511	45.1515212059021	0.05241870880126953
6	1742757957.5710576	1742758002.6601293	45.08907175064087	0.05354666709899902
7	1742758002.7147524	1742758092.6964931	89.9817407131195	0.05462312698364258
8	1742758092.7511585	1742758138.6548405	45.9036819934845	0.054665327072143555
9	1742758140.9798331	1742758186.1077812	45.12794804573059	2.3249926567077637
10	1742758186.163924	1742758231.2313273	45.0674033164978	0.05614280700683594
11	1742758231.2892058	1742758276.4454477	45.15624189376831	0.05787849426269531
12	1742758276.5035763	1742758321.5223007	45.01872444152832	0.05812859535217285
13	1742758321.5810742	1742758366.5826194	45.00154519081116	0.05877351760864258
14	1742758366.642398	1742758411.6736104	45.0312123298645	0.059778690338134766
15	1742758411.7365084	1742758456.8509493	45.11444091796875	0.06289792060852051
16	1742758456.9158938	1742758502.052417	45.13652324676514	0.06494450569152832
17	1742758502.2059917	1742758547.132797	44.92680525779724	0.15357470512390137
18	1742758549.2823825	1742758642.0179563	92.73557376861572	2.149585485458374
19	1742758642.0326536	1742758688.0270221	45.99436855316162	0.01469731330871582
20	1742758688.0916321	1742758777.3237026	89.2320704460144	0.06461000442504883
21	1742758777.3887599	1742758823.1340187	45.745258808135986	0.06505727767944336
22	1742758823.2000449	1742758912.576624	89.37657904624939	0.06602621078491211
23	1742758912.6432552	1742759003.1936266	90.55037140846252	0.06663131713867188
24	1742759003.2427812	1742759096.7507966	93.50801539421082	0.04915452003479004
25	1742759096.910072	1742759142.9195209	46.009448766708374	0.15927553176879883
26	1742759145.2224963	1742759234.751124	89.52862763404846	2.3029754161834717
27	1742759234.7676852	1742759280.599104	45.83141875267029	0.016561269760131836
28	1742759280.669356	1742759370.3410816	89.6717255115509	0.0702521800994873
29	1742759370.4104784	1742759461.2615595	90.8510811328888	0.0693967342376709
30	1742759461.3334837	1742759552.134064	90.80058026313782	0.07192420959472656
31	1742759552.2074542	1742759642.6339679	90.426513671875	0.07339024543762207
32	1742759642.7076292	1742759733.3181055	90.61047625541687	0.07366132736206055
33	1742759735.4665296	1742759828.4067826	92.94025301933289	2.1484241485595703
34	1742759828.4815888	1742759921.8394892	93.35790038108826	0.07480621337890625
35	1742759921.9179688	1742759968.0838037	46.16583490371704	0.07847952842712402
36	1742759968.1646519	1742760060.9642005	92.79954862594604	0.08084821701049805
37	1742760061.0417528	1742760154.827754	93.78600120544434	0.07755231857299805
38	1742760154.909225	1742760248.4702406	93.56101560592651	0.08147096633911133
39	1742760248.4884	1742760341.468319	92.97991895675659	0.01815938949584961
40	1742760341.5488958	1742760435.3614902	93.81259441375732	0.08057689666748047
41	1742760437.5983477	1742760527.5472732	89.9489254951477	2.2368574142456055
42	1742760527.5658648	1742760622.0373545	94.47148966789246	0.018591642379760742
43	1742760622.121036	1742760715.7976246	93.67658853530884	0.08368158340454102
44	1742760715.8269293	1742760761.8972764	46.07034707069397	0.02930474281311035
45	1742760761.982278	1742760854.6342847	92.65200662612915	0.08500170707702637
46	1742760854.677284	1742760945.2051287	90.52784466743469	0.042999267578125
47	1742760945.2732928	1742761035.9958932	90.72260046005249	0.06816411018371582
48	1742761036.08614	1742761082.0894413	46.00330138206482	0.09024667739868164
49	1742761084.3849592	1742761177.2412715	92.85631227493286	2.295517921447754
50	1742761177.3304174	1742761271.0039089	93.67349147796631	0.08914589881896973
51	1742761271.0591652	1742761364.7775378	93.71837258338928	0.05525636672973633
52	1742761364.871237	1742761458.606793	93.73555588722229	0.09369921684265137
53	1742761458.6986632	1742761551.8332891	93.13462591171265	0.09187030792236328
54	1742761551.9178724	1742761598.9712796	47.053407192230225	0.08458328247070312
55	1742761599.0642493	1742761691.6554952	92.5912458896637	0.09296965599060059
56	1742761691.753517	1742761737.6539948	45.90047788619995	0.0980217456817627
