Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,401.000,24.886,0.362,1.784,2.961,44.241,56.352,80.907,199.973,492.665,0.040
5,433.400,23.194,0.390,1.550,2.639,43.917,58.674,80.422,198.159,730.799,0.043
10,433.800,22.994,0.361,1.368,2.391,43.860,58.424,79.143,209.283,445.083,0.043
15,444.400,22.574,0.351,1.477,2.452,43.780,56.847,78.852,205.383,607.023,0.044
20,422.400,23.603,0.324,1.472,2.421,43.853,58.675,80.280,210.302,483.586,0.042
25,440.200,22.754,0.338,1.497,2.533,43.795,58.401,79.407,196.980,455.157,0.044
30,428.200,23.220,0.334,1.461,2.392,43.773,63.151,79.380,201.228,468.169,0.043
35,426.600,23.395,0.318,1.398,2.422,43.702,61.690,79.208,209.253,656.794,0.043
40,426.400,23.573,0.353,1.409,2.304,43.734,62.042,78.992,218.148,439.143,0.042
45,419.000,23.744,0.320,1.408,2.391,43.770,62.838,80.458,199.199,482.124,0.042
50,444.000,22.657,0.316,1.340,2.302,43.631,55.821,79.959,203.553,501.486,0.044
55,432.000,23.097,0.332,1.436,2.441,43.766,60.170,78.698,216.084,478.137,0.043
60,78.400,22.372,0.331,1.497,2.530,43.446,62.168,78.811,155.893,319.888,0.045
