Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,176.000,2.743,1.044,2.025,2.498,3.220,4.247,4.739,5.768,10.760,0.365
5,198.400,2.514,1.081,1.834,2.306,2.989,3.838,4.414,5.167,10.208,0.398
10,183.400,2.335,0.820,1.706,2.188,2.696,3.492,4.003,4.923,5.249,0.428
15,205.800,2.374,0.990,1.790,2.210,2.722,3.611,4.123,4.837,5.438,0.421
20,192.600,2.315,0.995,1.727,2.157,2.682,3.472,4.078,4.669,5.465,0.432
25,198.200,2.555,1.055,1.783,2.253,2.894,3.866,4.341,8.427,23.055,0.391
30,196.600,2.369,0.924,1.659,2.104,2.684,3.655,4.168,6.449,17.547,0.422
35,189.600,2.342,1.015,1.714,2.176,2.801,3.607,4.018,4.723,5.250,0.427
40,193.400,2.190,0.911,1.650,2.054,2.509,3.265,3.923,4.704,5.441,0.457
45,190.200,2.293,0.945,1.663,2.131,2.683,3.525,4.125,4.758,5.423,0.436
50,200.800,2.286,0.953,1.673,2.095,2.654,3.583,4.139,4.791,6.750,0.437
55,194.400,2.365,0.870,1.723,2.199,2.786,3.709,4.094,4.782,6.092,0.423
60,36.600,2.323,0.955,1.689,2.187,2.747,3.758,4.074,4.421,4.605,0.430
