Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,387,387.000,461,2101,3725,25718,44256,58216,82750,213395,436683
1,385,385.000,489,1984,3257,25635,44597,56293,78331,219786,377431
2,422,422.000,407,1818,2987,24467,44363,55605,76810,174077,492665
3,388,388.000,362,1661,2644,25690,44264,58974,130903,201797,452382
4,423,423.000,424,1650,2572,23123,43863,55399,80008,205204,480181
5,454,454.000,390,1560,2566,23126,43289,54605,78584,245661,381037
6,415,415.000,417,1791,2910,22850,44051,58062,79521,178490,327268
7,411,411.000,406,1558,2815,25252,44251,64788,131729,199837,455704
8,421,421.000,407,1523,2358,23588,44165,55401,79578,157024,730799
9,466,466.000,416,1437,2467,21393,43396,54261,82844,224966,284205
10,423,423.000,384,1289,2382,23305,43588,63580,79095,209441,307245
11,438,438.000,364,1443,2400,22849,43786,59267,78808,218873,368919
12,397,397.000,412,1473,2648,24798,44418,57520,79143,219568,304814
13,457,457.000,371,1271,2379,22152,43886,59253,80048,199622,445083
14,454,454.000,361,1276,2252,22111,43706,53205,78607,191523,423880
15,478,478.000,435,1492,2478,20894,43221,57152,78502,206384,310557
16,388,388.000,399,1491,2512,25396,44083,64711,89434,195426,481243
17,463,463.000,359,1368,2362,22057,43782,60035,79508,219905,318239
18,416,416.000,351,1395,2442,23521,44146,52071,79586,205383,372151
19,477,477.000,421,1640,2485,21636,43780,50657,76997,217556,607023
20,451,451.000,387,1441,2333,21232,43491,54298,78704,177976,310310
21,411,411.000,403,1519,2596,24701,43811,65184,110343,216101,307180
22,411,411.000,364,1477,2843,24456,43972,55163,79052,218721,327389
23,426,426.000,324,1494,2266,23713,44023,54082,107479,196097,483586
24,413,413.000,366,1402,2263,24133,43709,64587,101468,219149,385297
25,455,455.000,379,1529,2529,21815,43436,49448,78737,196980,350455
26,450,450.000,358,1441,2606,22085,43601,55021,79548,172207,292976
27,460,460.000,397,1394,2399,21785,43869,55465,78689,177848,455157
28,393,393.000,359,1663,2874,25436,44229,63628,112524,206724,314996
29,443,443.000,338,1405,2402,23024,43734,63505,78627,233231,334058
30,475,475.000,374,1356,2132,20942,43319,54816,78547,210197,262774
31,393,393.000,406,1581,2615,25468,43793,65626,79268,237856,383143
32,385,385.000,334,1381,2199,25316,43932,64728,114428,201228,372264
33,430,430.000,349,1365,2458,23394,43842,63822,97818,197725,401377
34,458,458.000,360,1538,2619,21728,43956,54832,74524,143919,468169
35,494,494.000,318,1350,2523,19927,42866,49473,77463,179866,350100
36,426,426.000,359,1383,2321,23984,43473,63853,79842,245873,293815
37,385,385.000,379,1267,2333,26229,43901,64914,79650,270717,409298
38,407,407.000,389,1467,2673,24690,44025,59504,79549,182994,516563
39,421,421.000,360,1463,2323,23023,44146,58310,78022,176001,656794
40,461,461.000,379,1325,2191,21916,43449,63228,78045,203060,269550
41,388,388.000,355,1576,2512,25784,43921,64026,79615,267674,413590
42,480,480.000,374,1379,2262,21151,43594,48568,73958,225125,271915
43,427,427.000,353,1242,2173,23283,43777,55174,110986,199563,359265
44,376,376.000,369,1618,2467,26744,44097,63446,86958,226226,439143
45,408,408.000,358,1366,2346,24214,43550,63752,130083,201385,288623
46,416,416.000,336,1501,2367,24265,43772,59249,79135,205605,318005
47,427,427.000,381,1447,2316,22901,43800,63798,80519,150645,434688
48,447,447.000,320,1337,2448,23186,43919,62872,79921,199199,482124
49,397,397.000,359,1458,2531,24247,43772,66819,80901,192763,322611
50,481,481.000,358,1340,2272,20765,43316,55405,78502,185005,393042
51,387,387.000,379,1376,2510,26072,43901,68481,131935,219124,277133
52,417,417.000,386,1522,2407,23543,43571,63146,100154,198707,241241
53,480,480.000,316,1237,2111,21869,43771,51257,79057,221220,501486
54,455,455.000,322,1259,2324,21770,43574,49359,78475,189447,373742
55,384,384.000,332,1534,2608,25396,43954,64846,80069,204177,363328
56,458,458.000,364,1324,2304,22169,43599,53934,77188,220421,478137
57,471,471.000,380,1423,2363,21059,43615,52148,73821,184870,441926
58,430,430.000,351,1423,2565,23138,44004,63776,79889,216800,243570
59,417,417.000,362,1503,2581,24258,43751,55292,79676,216883,281875
60,392,392.000,331,1497,2530,22371,43446,62168,78811,155893,319888
