Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.800,71.652,14.131,36.141,57.043,70.844,110.878,213.395,492.665,492.665,0.014
5,19.200,48.676,19.699,20.753,58.358,65.788,74.283,91.459,113.181,113.181,0.021
10,18.600,47.811,19.652,20.742,57.792,64.428,68.826,84.758,111.449,111.449,0.021
15,18.000,51.187,19.530,20.500,62.785,64.532,78.053,93.488,113.599,113.599,0.020
20,14.800,52.395,19.058,20.505,63.164,67.890,86.748,107.479,110.688,110.688,0.019
25,18.800,45.270,18.917,20.296,33.892,64.675,74.881,85.748,112.524,112.524,0.022
30,18.600,54.736,19.129,28.136,63.446,66.122,85.353,99.843,114.428,114.428,0.018
35,17.400,51.644,19.290,28.199,62.867,64.555,71.991,90.103,111.593,111.593,0.019
40,19.000,48.765,19.035,20.351,62.631,64.823,72.629,84.019,111.830,111.830,0.021
45,15.800,52.756,19.176,27.836,62.807,64.169,73.795,93.923,110.595,110.595,0.019
50,15.600,50.588,19.320,20.852,63.032,64.909,90.759,101.849,109.915,109.915,0.020
55,18.000,55.101,19.050,23.051,63.210,65.607,93.284,110.666,150.974,150.974,0.018
60,2.600,50.325,19.379,19.965,62.947,63.909,64.752,101.923,101.923,101.923,0.020
