Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,176.539,116.244,132.169,153.387,185.620,253.830,377.431,482.827,482.827,0.006
5,16.000,191.135,125.816,134.597,153.705,210.651,318.890,376.786,730.799,730.799,0.005
10,15.800,189.192,127.386,132.674,174.366,213.433,304.814,363.107,445.083,445.083,0.005
15,15.600,189.834,128.266,131.457,159.796,210.052,279.229,344.228,607.023,607.023,0.005
20,19.000,177.328,126.837,132.370,153.004,196.422,253.403,310.310,483.586,483.586,0.006
25,16.400,182.125,126.036,132.591,156.964,206.724,269.242,314.996,455.157,455.157,0.005
30,15.600,184.903,129.399,133.067,150.784,204.605,271.127,383.143,468.169,468.169,0.005
35,15.200,195.625,127.860,134.406,156.898,222.182,309.911,350.100,656.794,656.794,0.005
40,17.200,189.436,127.915,133.335,167.856,218.148,271.182,353.620,439.143,439.143,0.005
45,17.800,179.394,127.374,133.714,154.258,191.390,273.507,318.005,482.124,482.124,0.006
50,18.400,178.827,128.323,132.308,167.570,203.553,235.019,302.256,501.486,501.486,0.006
55,15.600,186.169,127.742,133.133,173.461,216.883,264.564,310.027,478.137,478.137,0.005
60,2.200,171.195,128.529,131.276,133.164,183.159,300.601,319.888,319.888,319.888,0.006
