Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,2.184,1.054,1.491,1.816,2.699,3.728,4.365,5.461,5.461,0.458
5,18.200,1.391,0.972,1.134,1.234,1.572,1.927,2.033,2.519,2.519,0.719
10,20.000,1.327,0.834,1.113,1.204,1.587,1.775,1.848,2.052,2.052,0.753
15,18.000,1.247,0.968,1.102,1.170,1.256,1.732,1.851,2.062,2.062,0.802
20,16.600,1.348,0.965,1.125,1.209,1.664,1.839,1.869,1.994,1.994,0.742
25,18.600,1.362,0.977,1.122,1.245,1.599,1.814,1.934,2.025,2.025,0.734
30,15.600,1.289,0.924,1.093,1.218,1.444,1.670,1.807,1.980,1.980,0.776
35,18.200,1.266,0.934,1.117,1.185,1.267,1.715,1.836,2.071,2.071,0.790
40,18.400,1.269,0.951,1.094,1.179,1.294,1.740,1.837,2.086,2.086,0.788
45,17.400,1.276,0.925,1.113,1.172,1.307,1.808,1.910,1.981,1.981,0.784
50,15.600,1.284,0.846,1.104,1.180,1.336,1.794,1.879,2.059,2.059,0.779
55,17.400,1.346,1.027,1.130,1.219,1.526,1.861,1.919,2.035,2.035,0.743
60,2.000,1.409,0.938,1.079,1.497,1.770,1.939,1.939,1.939,1.939,0.710
