Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,1982533,1982533,1982533,1982533,1982533,1982533,1982533,1982533,1982533
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1.000,404945,404945,404945,404945,404945,404945,404945,404945,404945
3,2,2.000,113226,113226,236501,174863,236501,236501,236501,236501,236501
4,2,2.000,242921,242921,416817,329869,416817,416817,416817,416817,416817
5,1,1.000,463535,463535,463535,463535,463535,463535,463535,463535,463535
6,2,2.000,238222,238222,432834,335528,432834,432834,432834,432834,432834
7,3,3.000,55358,55358,182559,178273,296903,296903,296903,296903,296903
8,1,1.000,685795,685795,685795,685795,685795,685795,685795,685795,685795
9,1,1.000,241135,241135,241135,241135,241135,241135,241135,241135,241135
10,1,1.000,480902,480902,480902,480902,480902,480902,480902,480902,480902
11,1,1.000,375339,375339,375339,375339,375339,375339,375339,375339,375339
12,1,1.000,481094,481094,481094,481094,481094,481094,481094,481094,481094
13,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1,1.000,1882281,1882281,1882281,1882281,1882281,1882281,1882281,1882281,1882281
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,2,2.000,35526,35526,174626,105076,174626,174626,174626,174626,174626
17,1,1.000,459710,459710,459710,459710,459710,459710,459710,459710,459710
18,1,1.000,65927,65927,65927,65927,65927,65927,65927,65927,65927
