Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,98.200,2.389,0.210,0.799,0.967,1.270,1.600,2.063,55.372,158.381,0.419
5,122.000,0.850,0.183,0.650,0.783,0.970,1.242,1.416,2.036,10.325,1.176
10,123.400,0.747,0.190,0.584,0.735,0.909,1.159,1.298,1.661,2.113,1.338
15,131.400,0.708,0.179,0.506,0.714,0.882,1.098,1.229,1.611,2.110,1.413
20,133.600,0.644,0.170,0.341,0.665,0.827,1.020,1.172,1.477,1.758,1.552
25,116.200,1.927,0.167,0.347,0.645,0.809,1.033,1.325,29.201,283.949,0.519
30,85.200,5.510,0.179,0.331,0.648,0.876,2.199,41.414,118.574,186.812,0.181
35,72.600,10.778,0.165,0.476,0.702,0.985,43.445,88.145,142.405,208.836,0.093
40,136.000,0.562,0.176,0.303,0.578,0.741,0.907,1.022,1.300,2.152,1.779
45,124.400,0.684,0.177,0.292,0.564,0.738,0.874,1.008,2.169,35.505,1.462
50,126.000,1.155,0.174,0.285,0.568,0.736,0.935,1.122,31.487,73.990,0.866
55,142.400,0.505,0.162,0.271,0.461,0.685,0.825,0.977,1.334,2.117,1.979
60,30.400,0.552,0.179,0.292,0.565,0.745,0.892,1.024,1.237,1.719,1.811
