Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1152,1152.000,367,1124,3136,8731,5957,18905,36491,109273,349532
1,2716,2716.000,357,808,1995,3677,3435,4846,11571,37316,44030
2,2457,2457.000,251,776,2008,4027,3287,7333,15925,37488,110862
3,2946,2946.000,210,725,1803,3404,3029,4175,10943,34630,43465
4,2965,2965.000,220,717,1685,3370,2895,4235,10478,35957,43120
5,2955,2955.000,207,704,1751,3372,2913,4146,10233,37123,43963
6,3292,3292.000,212,653,1586,3033,2698,3869,9155,35030,43555
7,3051,3051.000,183,644,1611,3286,2750,4081,10425,35446,43226
8,3040,3040.000,186,660,1617,3299,2728,3994,9824,35240,43638
9,3300,3300.000,205,628,1586,3011,2668,3714,8508,35864,46733
10,3333,3333.000,193,635,1447,2990,2650,3720,8700,35455,43135
11,2899,2899.000,190,638,1515,3437,2669,4121,29639,36317,43243
12,3369,3369.000,202,621,1570,2982,2586,3664,8520,35423,45122
13,3120,3120.000,205,599,1394,3193,2514,3962,10047,36137,42941
14,2983,2983.000,201,628,1620,3318,2667,3821,10957,35069,43485
15,3239,3239.000,199,616,1442,3101,2589,3722,8343,35698,43159
16,3423,3423.000,188,600,1449,2923,2516,3659,8171,35195,44918
17,3167,3167.000,200,595,1495,3152,2534,3664,9035,36231,44287
18,3349,3349.000,179,598,1362,2960,2521,3577,8220,34869,43665
19,3253,3253.000,184,583,1439,3077,2479,3671,8530,35507,43662
20,3285,3285.000,170,589,1421,3044,2562,3616,8449,34786,43501
21,3392,3392.000,193,593,1409,2942,2544,3505,8152,35463,43813
22,3234,3234.000,199,590,1445,3086,2492,3580,8197,35575,44003
23,3417,3417.000,186,596,1461,2927,2543,3552,7709,34503,43603
24,3376,3376.000,209,592,1484,2980,2533,3558,7719,34738,40838
25,3217,3217.000,213,595,1501,3099,2543,3650,8970,34939,41677
26,2908,2908.000,200,612,1501,3415,2642,4553,13325,37448,77233
27,3827,3827.000,182,589,1370,2608,2510,3378,6764,33983,42768
28,1100,1100.000,167,842,2115,9061,4392,13730,35199,138317,303663
29,3354,3354.000,170,575,1425,2994,2455,3677,8185,35092,44005
30,3363,3363.000,182,580,1495,2944,2460,3478,7435,35052,43356
31,2372,2372.000,179,578,1639,4256,2702,6993,29888,43750,227397
32,2460,2460.000,191,588,1595,4036,2632,6847,30055,42239,105080
33,2488,2488.000,180,559,1534,4172,2546,5431,31165,41414,220588
34,444,444.000,463,1997,5090,22283,20190,78600,106406,194740,281495
35,630,630.000,212,1908,5194,15848,19142,43945,78285,107490,230390
36,512,512.000,165,1650,3372,19769,14154,69759,104768,198279,226195
37,553,553.000,600,2031,5412,17628,14082,40066,88403,200540,326312
38,3165,3165.000,205,566,1396,3116,2393,3782,8935,36049,45098
39,3483,3483.000,183,559,1351,2859,2430,3565,6941,35396,42278
40,3403,3403.000,185,552,1265,2958,2387,3514,7523,35300,42977
41,3299,3299.000,178,561,1348,3019,2416,3590,7834,36392,43942
42,3391,3391.000,187,551,1357,2943,2417,3531,7479,36226,43799
43,3329,3329.000,176,545,1212,3004,2392,3525,7933,35861,42276
44,3381,3381.000,190,566,1351,2945,2425,3572,7268,35135,43777
45,3372,3372.000,191,560,1407,2942,2460,3611,7551,34924,42890
46,3426,3426.000,201,567,1312,2931,2453,3508,7204,36402,44590
47,3496,3496.000,179,552,1314,2854,2386,3474,7059,35726,42824
48,3219,3219.000,177,569,1422,3122,2507,4301,9549,36476,47381
49,3298,3298.000,187,550,1318,3016,2355,3534,7582,36267,42006
50,3455,3455.000,174,553,1328,2898,2345,3297,6873,35292,43844
51,3232,3232.000,184,567,1420,3087,2404,3575,8169,35349,42598
52,3383,3383.000,174,563,1500,2958,2442,3575,7203,35170,43329
53,3460,3460.000,176,549,1269,2879,2312,3274,6998,36212,43525
54,2556,2556.000,189,593,1600,3904,2730,6416,25397,39972,78163
55,3691,3691.000,192,553,1267,2716,2355,3416,6628,35556,44346
56,3470,3470.000,162,559,1332,2864,2419,3460,7240,35110,42711
57,3454,3454.000,189,566,1378,2890,2435,3530,6996,35403,42905
58,3586,3586.000,178,551,1197,2803,2279,3291,6998,35657,43029
59,3763,3763.000,172,541,1299,2668,2331,3289,6458,35164,43532
60,3583,3583.000,179,552,1317,2716,2341,3320,6502,34852,42932
