Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1737122189.2742229	1737122279.2672584	89.99303555488586	0.0
2	1737122281.4465265	1737122378.8227057	97.37617921829224	2.1792681217193604
3	1737122378.8665116	1737122477.1608467	98.29433512687683	0.043805837631225586
4	1737122477.2060564	1737122522.809685	45.603628635406494	0.045209646224975586
5	1737122522.8562782	1737122568.4420657	45.585787534713745	0.04659318923950195
6	1737122568.488383	1737122614.2597775	45.77139449119568	0.046317338943481445
7	1737122614.3079212	1737122659.997239	45.68931794166565	0.048143625259399414
8	1737122660.0464163	1737122705.3782322	45.33181595802307	0.04917716979980469
9	1737122705.4288917	1737122751.5332298	46.1043381690979	0.0506594181060791
10	1737122755.2431896	1737122844.9526126	89.70942306518555	3.7099597454071045
11	1737122845.006607	1737122935.475594	90.46898698806763	0.05399441719055176
12	1737122935.5130095	1737123033.8871853	98.37417578697205	0.037415504455566406
13	1737123033.9431956	1737123079.702375	45.75917935371399	0.05601024627685547
14	1737123079.7592142	1737123125.158707	45.3994927406311	0.0568392276763916
15	1737123125.2168503	1737123170.7710156	45.55416536331177	0.05814337730407715
16	1737123170.8348966	1737123216.350476	45.51557946205139	0.06388092041015625
17	1737123216.4202673	1737123261.9451592	45.52489185333252	0.06979131698608398
18	1737123262.0582106	1737123307.4521463	45.393935680389404	0.1130514144897461
19	1737123311.4216337	1737123408.9711435	97.54950976371765	3.969487428665161
20	1737123409.0393627	1737123499.226945	90.18758225440979	0.06821918487548828
21	1737123499.2958758	1737123590.4028535	91.10697770118713	0.06893086433410645
22	1737123590.4682899	1737123688.1860142	97.7177243232727	0.06543636322021484
23	1737123688.254258	1737123734.3102586	46.05600070953369	0.06824374198913574
24	1737123734.3797307	1737123779.7772472	45.39751648902893	0.06947207450866699
25	1737123779.848089	1737123869.6618896	89.813800573349	0.07084178924560547
26	1737123869.7907357	1737123916.5661938	46.775458097457886	0.1288461685180664
27	1737123920.798735	1737124010.4895606	89.69082570075989	4.232541084289551
28	1737124010.552255	1737124057.2093778	46.65712285041809	0.06269431114196777
29	1737124057.2853048	1737124166.8262124	109.54090762138367	0.0759270191192627
30	1737124166.9040964	1737124258.0977015	91.19360518455505	0.07788395881652832
31	1737124258.1780775	1737124374.858672	116.6805944442749	0.08037590980529785
32	1737124374.9379816	1737124421.790653	46.8526713848114	0.07930970191955566
33	1737124421.8713198	1737124518.6626737	96.79135394096375	0.08066678047180176
34	1737124522.925948	1737124568.622068	45.69612002372742	4.263274192810059
35	1737124568.7049596	1737124658.5657296	89.86076998710632	0.08289170265197754
36	1737124658.6542122	1737124705.1315446	46.47733235359192	0.08848261833190918
37	1737124705.2178223	1737124750.6915603	45.473737955093384	0.08627772331237793
38	1737124750.7782958	1737124796.228649	45.450353145599365	0.08673548698425293
39	1737124796.317326	1737124886.1113753	89.79404926300049	0.08867716789245605
40	1737124886.200461	1737124933.1259117	46.925450801849365	0.08908557891845703
41	1737124933.2164218	1737125030.4377453	97.22132349014282	0.09051012992858887
42	1737125034.940173	1737125133.16626	98.22608709335327	4.502427577972412
43	1737125133.2593014	1737125225.6711602	92.41185879707336	0.09304141998291016
44	1737125225.764999	1737125272.5777264	46.81272745132446	0.09383869171142578
45	1737125272.677269	1737125318.36564	45.68837094306946	0.09954261779785156
46	1737125318.4657173	1737125408.9685934	90.5028760433197	0.10007739067077637
47	1737125409.061366	1737125456.3300467	47.268680572509766	0.0927727222442627
48	1737125456.4292178	1737125501.7702696	45.34105181694031	0.09917116165161133
49	1737125501.8750904	1737125547.1590989	45.284008502960205	0.10482072830200195
50	1737125552.2763906	1737125642.093108	89.81671738624573	5.117291688919067
51	1737125642.1916034	1737125688.5723395	46.380736112594604	0.0984954833984375
52	1737125688.6761355	1737125734.0085008	45.33236527442932	0.10379600524902344
53	1737125734.1140416	1737125779.632073	45.51803135871887	0.10554075241088867
54	1737125779.7380173	1737125825.0873406	45.34932327270508	0.10594439506530762
55	1737125825.1990948	1737125870.5753539	45.376259088516235	0.11175417900085449
56	1737125870.684616	1737125916.0055015	45.32088541984558	0.10926222801208496
57	1737125916.1197207	1737125961.6106246	45.49090385437012	0.11421918869018555
58	1737125966.4223049	1737126075.4568844	109.03457951545715	4.811680316925049
59	1737126075.5684743	1737126193.1727202	117.60424590110779	0.11158990859985352
60	1737126193.280148	1737126284.6485267	91.36837863922119	0.10742783546447754
61	1737126284.7659228	1737126376.4975944	91.73167157173157	0.11739611625671387
62	1737126376.6060822	1737126423.147739	46.541656732559204	0.10848784446716309
63	1737126423.2724583	1737126468.7680886	45.49563026428223	0.12471938133239746
64	1737126468.8900743	1737126514.1222084	45.232134103775024	0.12198567390441895
65	1737126514.250549	1737126559.445523	45.194973945617676	0.1283407211303711
66	1737126559.6522384	1737126604.8626962	45.21045780181885	0.20671534538269043
67	1737126609.5150442	1737126699.5702028	90.0551586151123	4.652348041534424
68	1737126699.698338	1737126747.8299475	48.13160943984985	0.12813520431518555
69	1737126747.9642115	1737126793.3247283	45.36051678657532	0.1342639923095703
70	1737126793.4566593	1737126891.2767224	97.82006311416626	0.13193106651306152
71	1737126891.4155452	1737126937.29845	45.88290476799011	0.1388227939605713
72	1737126937.4324396	1737127027.055052	89.62261247634888	0.13398957252502441
73	1737127027.0954618	1737127073.6424797	46.54701781272888	0.04040980339050293
74	1737127078.3148444	1737127168.5805569	90.26571249961853	4.672364711761475
75	1737127168.6926348	1737127216.2941816	47.60154676437378	0.11207795143127441
76	1737127216.4400587	1737127261.768151	45.32809233665466	0.14587712287902832
77	1737127261.9155238	1737127307.3655412	45.45001745223999	0.14737272262573242
78	1737127307.5081406	1737127352.8878007	45.37966012954712	0.14259934425354004
79	1737127353.0345407	1737127398.3661993	45.331658601760864	0.14673995971679688
80	1737127398.5110679	1737127444.050923	45.53985524177551	0.1448686122894287
81	1737127444.2019255	1737127489.4751577	45.273232221603394	0.1510024070739746
82	1737127494.1105995	1737127584.1380634	90.02746391296387	4.635441780090332
83	1737127584.2749827	1737127682.7071626	98.43217992782593	0.13691926002502441
84	1737127682.8571713	1737127728.4571629	45.5999915599823	0.1500086784362793
85	1737127728.6060069	1737127773.8211322	45.21512532234192	0.14884400367736816
86	1737127773.9705694	1737127863.7883322	89.81776285171509	0.14943718910217285
87	1737127863.9383845	1737127910.7735014	46.83511686325073	0.15005230903625488
88	1737127910.92468	1737127956.0693057	45.144625663757324	0.15117859840393066
89	1737127956.2235794	1737128001.6860957	45.46251630783081	0.15427374839782715
90	1737128006.1116939	1737128104.8416586	98.72996473312378	4.42559814453125
91	1737128104.9923894	1737128150.600724	45.6083345413208	0.15073084831237793
92	1737128150.7543664	1737128195.9762099	45.22184348106384	0.1536424160003662
93	1737128196.1302912	1737128293.9881802	97.85788893699646	0.1540813446044922
94	1737128294.1375926	1737128339.7152712	45.57767868041992	0.1494123935699463
95	1737128339.871316	1737128458.3606238	118.48930788040161	0.15604472160339355
96	1737128458.505538	1737128504.751362	46.245824098587036	0.1449141502380371
97	1737128504.9276893	1737128550.4136882	45.48599886894226	0.17632722854614258
98	1737128555.226682	1737128652.0371692	96.81048727035522	4.812993764877319
99	1737128652.184887	1737128697.859945	45.675058126449585	0.14771771430969238
100	1737128698.0189314	1737128787.8830884	89.86415696144104	0.15898633003234863
101	1737128788.029963	1737128835.8194735	47.78951048851013	0.14687466621398926
102	1737128835.9808748	1737128927.3895879	91.4087131023407	0.16140127182006836
103	1737128927.542889	1737129027.1971352	99.65424609184265	0.15330123901367188
104	1737129027.3380952	1737129117.7223792	90.38428401947021	0.1409599781036377
105	1737129117.8638656	1737129234.659486	116.79562044143677	0.14148640632629395
106	1737129239.483155	1737129330.9385016	91.45534658432007	4.823668956756592
107	1737129331.0970118	1737129377.3843606	46.28734874725342	0.1585102081298828
