Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1037,1037.000,1052,4017,6177,9664,9977,15724,30172,59292,90965
1,864,864.000,1070,5584,7510,11524,11676,17316,38280,80115,90323
2,1037,1037.000,711,4203,6032,9603,10631,15034,28293,67092,88310
3,1167,1167.000,366,3951,5861,8550,8410,14338,27903,59747,90768
4,982,982.000,1149,4458,6323,10074,10906,15661,31201,78563,94991
5,1065,1065.000,622,3745,5733,9465,10010,15933,33164,73065,91931
6,999,999.000,368,4118,6277,9884,10429,15224,33128,76041,88637
7,2129,2129.000,255,1517,2738,4706,4415,8252,13911,41176,69755
8,2624,2624.000,262,1406,2306,3783,3483,5081,10371,32195,41886
9,2752,2752.000,235,1413,2261,3637,3302,4530,9860,29554,34145
10,2669,2669.000,196,1419,2312,3731,3593,5818,9543,32987,53518
11,2594,2594.000,199,1419,2323,3878,3700,5740,10625,36195,43151
12,2299,2299.000,247,1524,2485,4306,4048,6918,12208,39352,48401
13,2561,2561.000,255,1425,2305,3902,3555,6499,11387,31926,46451
14,2871,2871.000,211,1378,2038,3481,3270,4553,8929,30278,37768
15,2759,2759.000,265,1414,2180,3613,3427,5109,9404,30174,41127
16,2562,2562.000,244,1421,2352,3876,3511,5563,10691,33973,46727
17,2022,2022.000,225,1449,2955,4978,4703,8906,22104,37366,86042
18,1102,1102.000,764,3913,5646,9013,9683,14100,25969,69064,88551
19,1096,1096.000,242,4091,5818,9115,10002,14071,22992,72165,93951
20,994,994.000,257,4114,6052,10105,10218,15902,34310,78275,86749
21,993,993.000,649,4360,6294,10059,10834,14543,30469,79191,89855
22,1122,1122.000,369,3906,5439,8864,8866,15103,30013,60912,92273
23,1112,1112.000,390,3985,5828,8973,9702,14706,21553,74515,92066
24,1223,1223.000,351,3554,5206,8121,8234,12596,23557,63959,89658
25,1158,1158.000,311,3655,5374,8630,8568,13876,26694,67432,88300
26,1024,1024.000,382,4156,6241,9861,10306,14964,26903,77004,88544
27,809,809.000,480,5180,8602,12276,13218,20429,35688,83691,94881
28,599,599.000,891,5635,12252,16676,21456,29363,58161,89409,109276
29,573,573.000,286,5464,11715,17477,27477,34518,39422,89953,94986
30,958,958.000,364,4434,6459,10315,11534,15727,28305,79938,91239
31,926,926.000,224,4735,6933,10864,11422,16817,31286,86461,96228
32,986,986.000,327,4169,6019,10158,10169,15671,33972,82421,90938
33,988,988.000,204,4294,6136,10175,10464,16221,32200,75149,90157
34,1112,1112.000,298,3683,5481,8824,9274,14710,25430,68965,89604
35,1105,1105.000,392,3987,5681,9100,9536,14607,25781,67294,92770
36,1088,1088.000,267,3646,5650,9088,9492,15454,27292,73802,91519
37,1059,1059.000,643,4010,5935,9523,9832,15059,28883,74757,87088
38,1034,1034.000,300,3964,5898,9652,10190,14975,29843,78698,92814
39,1066,1066.000,278,3889,5814,9299,9251,13624,29646,65383,80618
40,1082,1082.000,235,3924,5721,9188,9211,14044,27756,73272,88423
41,1152,1152.000,251,3922,5899,8835,9663,14032,25781,63476,91221
42,1100,1100.000,223,3831,5707,8962,9318,14401,27830,69119,95296
43,1010,1010.000,528,4507,6063,9834,10536,14268,24742,77941,91249
44,1072,1072.000,376,3981,5918,9315,9762,14613,25152,66966,86290
45,952,952.000,321,4239,6574,10537,11219,15437,30937,77581,93106
46,1077,1077.000,393,4031,5932,9238,9541,13762,25338,65575,74112
47,1088,1088.000,288,3869,5664,9256,9273,14187,31240,75047,91310
48,691,691.000,433,4518,7145,14563,15995,37308,45088,88124,98702
49,482,482.000,1594,6297,16688,20476,27300,37652,57235,93021,94400
50,509,509.000,1101,6775,16199,19767,25723,34045,59702,94400,98872
51,783,783.000,584,5745,7826,12646,13245,24393,35934,86693,97501
52,1008,1008.000,340,4188,6317,9915,10422,15165,26972,70864,81652
53,905,905.000,292,5549,7483,11076,11831,16340,26819,85690,93136
54,578,578.000,294,6506,14091,17462,22500,30187,45868,89323,101131
55,484,484.000,753,6726,17173,20819,29209,36849,59468,89156,105289
56,682,682.000,897,5359,8045,14381,13189,36203,51098,88013,94108
57,849,849.000,574,5031,6787,11785,11729,15794,30089,95842,118105
58,923,923.000,306,4910,6952,10772,11494,16157,31582,71207,94330
59,1008,1008.000,290,4544,6417,9918,10459,15106,24731,76481,97881
60,990,990.000,578,4358,6574,9848,11092,15702,25130,66645,87897
