Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,38.600,30.824,14.288,25.117,30.828,35.911,39.940,42.373,60.935,68.239,0.032
5,81.600,14.068,6.067,8.395,9.549,16.261,31.340,35.306,39.547,46.820,0.071
10,111.800,9.750,5.296,7.833,9.078,10.832,13.018,15.132,22.244,32.232,0.103
15,72.600,12.572,5.589,7.578,9.102,14.476,26.115,29.717,35.128,52.886,0.080
20,46.200,23.985,6.812,18.340,23.621,30.081,32.249,34.843,47.897,50.428,0.042
25,29.400,29.017,7.174,20.418,26.335,32.078,46.062,61.834,75.822,109.276,0.034
30,40.400,23.371,8.412,18.138,23.751,28.174,31.732,33.452,42.481,63.355,0.043
35,46.200,21.016,7.558,15.795,20.386,26.292,29.953,31.583,35.797,53.253,0.048
40,40.600,21.662,7.813,14.860,20.630,26.800,32.625,35.027,46.557,53.820,0.046
45,35.600,24.705,6.181,14.075,22.736,29.551,48.280,55.543,64.528,92.524,0.040
50,30.600,32.076,9.020,22.601,27.895,38.269,52.082,60.799,86.966,98.872,0.031
55,30.400,28.103,8.144,17.716,25.258,29.256,50.066,67.573,91.795,105.289,0.036
60,10.400,22.330,10.666,16.704,24.016,27.025,30.118,32.415,37.348,37.348,0.045
