Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1746574946.728749,10328,3,1
2,Payment,1746574946.730703,4613,6,1
2,Payment,1746574946.732495,4745,7,1
2,Payment,1746574946.732499,6576,5,1
4,Delivery,1746574946.732538,24155,8,1
1,NewOrder,1746574946.735536,11970,6,1
1,NewOrder,1746574946.737274,13843,7,1
2,Payment,1746574946.737291,4354,1,1
1,NewOrder,1746574946.739104,10209,5,1
2,Payment,1746574946.739132,4245,3,1
1,NewOrder,1746574946.741704,7594,1,1
1,NewOrder,1746574946.743415,9452,3,1
2,Payment,1746574946.745186,4116,2,1
1,NewOrder,1746574946.747533,7294,6,1
2,Payment,1746574946.749327,3514,2,1
1,NewOrder,1746574946.749334,7378,1,1
1,NewOrder,1746574946.749341,9074,5,1
1,NewOrder,1746574946.750743,9427,9,1
2,Payment,1746574946.751142,3684,7,1
5,StockLevel,1746574946.752861,54346,2,1
1,NewOrder,1746574946.752888,10848,3,1
2,Payment,1746574946.754848,3664,7,1
2,Payment,1746574946.754850,3602,6,1
2,Payment,1746574946.756712,3500,8,1
2,Payment,1746574946.756733,3446,1,1
1,NewOrder,1746574946.758430,8889,5,1
2,Payment,1746574946.758468,3342,6,1
1,NewOrder,1746574946.758531,8756,7,1
1,NewOrder,1746574946.760207,5351,1,1
1,NewOrder,1746574946.760222,8731,9,1
2,Payment,1746574946.760229,5324,8,1
1,NewOrder,1746574946.761833,5486,6,1
1,NewOrder,1746574946.763751,7044,3,1
1,NewOrder,1746574946.765572,8785,8,1
1,NewOrder,1746574946.765577,8786,1,1
2,Payment,1746574946.766627,4167,4,1
2,Payment,1746574946.767306,3502,7,1
1,NewOrder,1746574946.767339,5218,6,1
1,NewOrder,1746574946.767341,8739,5,1
2,Payment,1746574946.768324,4268,0,1
2,Payment,1746574946.768969,3595,9,1
2,Payment,1746574946.770817,3493,4,1
2,Payment,1746574946.770819,3496,3,1
1,NewOrder,1746574946.770831,10609,7,1
2,Payment,1746574946.772582,3442,6,1
2,Payment,1746574946.772587,3480,9,1
2,Payment,1746574946.772614,5334,0,1
1,NewOrder,1746574946.774334,10923,4,1
2,Payment,1746574946.774339,5330,3,1
1,NewOrder,1746574946.774380,10911,8,1
5,StockLevel,1746574946.774395,55634,1,1
2,Payment,1746574946.776048,3614,6,1
1,NewOrder,1746574946.776125,12790,5,1
1,NewOrder,1746574946.776166,10923,9,1
1,NewOrder,1746574946.777980,10941,0,1
2,Payment,1746574946.779692,3572,6,1
1,NewOrder,1746574946.779704,9253,3,1
1,NewOrder,1746574946.781482,7408,7,1
2,Payment,1746574946.783300,3778,6,1
2,Payment,1746574946.785284,3619,4,1
5,StockLevel,1746574946.785329,51232,8,1
1,NewOrder,1746574946.787151,14574,9,1
4,Delivery,1746574946.787152,24941,6,1
5,StockLevel,1746574946.788921,50753,7,1
1,NewOrder,1746574946.788946,9295,5,1
2,Payment,1746574946.788954,5493,0,1
1,NewOrder,1746574946.789015,7373,3,1
2,Payment,1746574946.789030,3568,4,1
3,OrderStatus,1746574946.792631,7743,4,1
1,NewOrder,1746574946.794492,9101,0,1
2,Payment,1746574946.796412,3548,3,1
1,NewOrder,1746574946.798310,11966,5,1
1,NewOrder,1746574946.799981,8636,3,1
1,NewOrder,1746574946.800389,6823,4,1
1,NewOrder,1746574946.801754,12072,9,1
4,Delivery,1746574946.803618,22714,0,1
2,Payment,1746574946.807241,3049,4,1
2,Payment,1746574946.807247,4770,2,1
2,Payment,1746574946.808644,5203,3,1
1,NewOrder,1746574946.810300,8930,5,1
1,NewOrder,1746574946.810314,7103,4,1
3,OrderStatus,1746574946.812040,5657,2,1
2,Payment,1746574946.812131,3510,6,1
2,Payment,1746574946.813849,3558,9,1
1,NewOrder,1746574946.813872,8814,3,1
2,Payment,1746574946.815661,3555,6,1
2,Payment,1746574946.817439,3529,4,1
1,NewOrder,1746574946.817458,7111,9,1
1,NewOrder,1746574946.817718,8619,2,1
1,NewOrder,1746574946.819239,7070,6,1
2,Payment,1746574946.819245,3467,5,1
1,NewOrder,1746574946.820989,9075,4,1
5,StockLevel,1746574946.822702,42010,3,1
2,Payment,1746574946.822731,3642,5,1
2,Payment,1746574946.824588,3627,9,1
2,Payment,1746574946.826327,3699,6,1
1,NewOrder,1746574946.826352,9251,0,1
