Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,439.000,4.645,1.228,3.719,4.228,5.715,6.116,6.455,7.272,9.274,0.215
5,804.200,2.091,0.863,1.325,1.456,2.239,4.205,5.292,6.542,9.589,0.478
10,1122.200,1.451,0.845,1.261,1.413,1.543,1.862,2.059,2.600,13.918,0.689
15,817.800,2.205,0.846,1.331,1.468,3.312,4.560,5.398,6.173,7.688,0.453
20,462.400,4.149,1.154,3.481,3.909,4.807,5.735,6.086,6.726,8.414,0.241
25,365.800,5.786,1.043,3.646,4.563,5.937,7.771,16.262,27.452,31.890,0.173
30,434.400,4.651,1.133,3.591,4.334,5.335,6.273,6.824,9.421,36.969,0.215
35,457.400,4.400,1.159,3.630,3.955,5.407,5.939,6.199,6.761,17.754,0.227
40,467.000,4.491,2.312,3.705,3.977,5.556,5.979,6.181,6.677,8.296,0.223
45,372.400,5.662,2.256,3.795,4.156,5.799,6.652,9.991,31.638,41.729,0.177
50,324.400,6.751,2.331,4.158,5.673,6.474,11.689,18.960,26.394,33.567,0.148
55,343.600,6.612,2.622,4.241,5.288,6.310,7.163,11.567,35.910,117.858,0.151
60,85.400,5.134,3.182,3.994,4.409,6.179,6.656,6.878,15.588,17.866,0.195
