Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3057,3057.000,371,752,1738,3270,2908,5259,10288,29563,118033
1,4093,4093.000,222,623,1427,2444,2573,3470,6277,22254,29182
2,4255,4255.000,206,586,1318,2334,2413,3326,6029,20989,26666
3,4303,4303.000,214,581,1391,2320,2404,3359,5763,21858,28861
4,4376,4376.000,208,576,1412,2284,2446,3456,5778,21558,28308
5,4502,4502.000,196,575,1332,2214,2401,3405,5576,20587,27127
6,4464,4464.000,190,563,1318,2246,2401,3345,5833,20428,25461
7,4256,4256.000,173,571,1431,2335,2408,3411,6083,20872,27121
8,4394,4394.000,237,560,1372,2277,2433,3354,5730,20586,25996
9,4556,4556.000,200,559,1349,2190,2378,3306,5628,20403,25820
10,4161,4161.000,211,598,1513,2388,2538,3800,6151,21043,26699
11,4286,4286.000,194,571,1410,2325,2449,3492,5881,20788,27446
12,4407,4407.000,194,560,1344,2262,2388,3308,5740,19961,27152
13,4320,4320.000,198,574,1436,2316,2416,3456,5963,20415,27234
14,4121,4121.000,216,577,1405,2422,2499,4100,6960,20199,24497
15,4109,4109.000,198,587,1259,2435,2468,4865,6721,20745,33655
16,3953,3953.000,214,630,1488,2514,2606,5005,6706,21091,25257
17,4084,4084.000,170,662,1408,2443,2599,4825,6623,21302,30397
18,3936,3936.000,181,675,1433,2540,2662,5082,7170,21083,28288
19,4108,4108.000,198,690,1464,2434,2648,4655,6277,20901,25560
20,3931,3931.000,216,718,1502,2541,2675,4842,6646,22050,27102
21,4132,4132.000,199,632,1485,2415,2560,3675,6293,21918,30424
22,4461,4461.000,194,560,1369,2238,2395,3252,5657,20141,26006
23,4641,4641.000,194,558,1338,2154,2357,3226,5492,19813,26752
24,4315,4315.000,199,548,1337,2314,2374,3476,5834,20595,26512
25,4411,4411.000,193,559,1379,2258,2390,3301,5774,19998,27142
26,4388,4388.000,189,574,1429,2276,2432,3336,5786,20532,27907
27,4505,4505.000,191,566,1391,2220,2453,3297,5553,19837,25096
28,4388,4388.000,201,557,1357,2277,2381,3362,5873,20252,28206
29,4323,4323.000,180,586,1451,2309,2511,3637,5712,20546,25143
30,4250,4250.000,190,575,1384,2342,2417,3610,6078,20718,26763
31,4320,4320.000,180,573,1454,2317,2443,3403,5926,20824,27599
32,4227,4227.000,175,559,1383,2361,2444,3501,6443,20260,27178
33,4348,4348.000,202,564,1412,2302,2408,3406,6008,20329,28216
34,4516,4516.000,174,570,1358,2207,2390,3295,5629,19884,25112
35,4466,4466.000,193,556,1395,2238,2411,3268,5698,19733,27118
36,4295,4295.000,192,569,1444,2328,2436,3433,5914,20318,28498
37,4509,4509.000,181,587,1455,2219,2525,3407,5603,20241,26147
38,4360,4360.000,175,578,1338,2279,2444,3454,5831,21083,25949
39,4419,4419.000,170,571,1402,2260,2441,3495,5849,20277,27474
40,4367,4367.000,177,563,1434,2291,2438,3383,5894,19865,26265
41,4286,4286.000,190,561,1369,2327,2412,3426,6155,20175,26883
42,4349,4349.000,177,613,1408,2295,2597,3651,5887,20796,28038
43,4388,4388.000,193,568,1396,2283,2415,3381,5781,19954,25157
44,4363,4363.000,181,572,1380,2280,2413,3356,5881,20029,27581
45,4381,4381.000,203,567,1361,2284,2412,3375,5917,19490,24069
46,4337,4337.000,189,568,1419,2306,2426,3494,5975,19725,27734
47,4269,4269.000,205,560,1401,2335,2430,3398,6004,20179,26144
48,4413,4413.000,180,568,1388,2262,2370,3277,5816,19471,27641
49,4510,4510.000,177,568,1362,2225,2433,3277,5721,19840,24644
50,4482,4482.000,192,568,1379,2222,2417,3338,5652,19752,24553
51,4342,4342.000,179,582,1362,2306,2506,3489,6136,20392,32485
52,4373,4373.000,195,579,1414,2282,2425,3391,5904,20165,27081
53,4445,4445.000,200,573,1424,2254,2468,3477,5805,19002,25245
54,4425,4425.000,183,580,1458,2248,2434,3385,5737,19661,27635
55,4428,4428.000,179,562,1368,2267,2433,3407,5731,19740,26602
56,4385,4385.000,169,567,1326,2265,2432,3384,5943,20031,25715
57,4454,4454.000,195,579,1405,2248,2484,3317,5682,19932,26152
58,4600,4600.000,187,572,1420,2170,2393,3254,5728,19786,26172
59,4284,4284.000,190,566,1355,2315,2406,3408,6028,19939,27410
