Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,150.600,5.905,3.828,5.096,5.506,6.077,6.734,7.471,14.702,69.886,0.169
5,179.400,5.369,3.394,4.913,5.343,5.778,6.162,6.468,7.147,8.446,0.186
10,171.800,5.408,3.287,4.893,5.340,5.833,6.319,6.768,7.852,9.602,0.185
15,166.600,5.840,4.061,5.324,5.765,6.169,6.778,7.318,8.530,9.907,0.171
20,169.200,5.472,3.419,5.014,5.425,5.880,6.380,6.672,7.462,7.863,0.183
25,178.800,5.365,3.344,4.954,5.305,5.699,6.175,6.478,7.518,9.001,0.186
30,175.800,5.367,3.158,4.894,5.307,5.782,6.278,6.586,7.582,9.540,0.186
35,180.200,5.430,3.486,4.969,5.359,5.831,6.324,6.623,7.663,8.572,0.184
40,176.000,5.501,3.542,5.020,5.425,5.881,6.367,6.947,8.129,9.294,0.182
45,171.400,5.400,3.781,4.977,5.358,5.765,6.170,6.467,7.466,10.129,0.185
50,185.200,5.422,3.591,5.007,5.395,5.815,6.190,6.461,6.970,7.966,0.184
55,171.600,5.425,3.231,5.019,5.406,5.801,6.202,6.449,6.941,12.727,0.184
