Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,112.800,0.696,0.229,0.372,0.496,0.711,1.182,1.504,3.037,29.803,1.438
5,131.600,0.406,0.183,0.309,0.362,0.455,0.592,0.688,1.120,1.720,2.464
10,138.000,0.388,0.196,0.299,0.353,0.440,0.552,0.651,1.094,1.577,2.574
15,142.600,0.362,0.188,0.286,0.337,0.408,0.493,0.548,0.769,1.914,2.762
20,130.400,0.377,0.200,0.288,0.342,0.417,0.502,0.571,0.698,8.109,2.649
25,139.600,0.369,0.178,0.291,0.335,0.392,0.471,0.582,0.906,3.054,2.708
30,143.400,0.360,0.170,0.284,0.331,0.403,0.486,0.540,0.804,2.765,2.780
35,142.800,0.357,0.178,0.287,0.335,0.401,0.472,0.531,0.692,1.601,2.801
40,151.600,0.375,0.192,0.279,0.325,0.394,0.473,0.557,1.232,8.410,2.665
45,130.000,0.381,0.187,0.283,0.344,0.433,0.556,0.667,0.843,1.582,2.623
50,135.200,0.376,0.183,0.279,0.334,0.425,0.524,0.598,0.812,3.482,2.657
55,158.800,0.372,0.190,0.281,0.330,0.409,0.508,0.605,0.822,8.417,2.685
