Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1376,1376.000,600,1360,3359,7455,5619,12436,27147,112609,595769
1,2639,2639.000,367,856,2247,3720,3781,6274,10806,31438,117495
2,3103,3103.000,250,774,1811,3207,3298,4705,8763,31865,115070
3,3222,3222.000,245,762,1952,3090,3225,4551,8347,29052,108022
4,3226,3226.000,229,706,1633,3101,2966,4270,8901,30767,88919
5,3272,3272.000,233,705,1721,3060,2976,4310,8007,31375,94029
6,3212,3212.000,183,666,1615,3088,2867,4254,8879,30110,111431
7,3447,3447.000,220,656,1474,2913,2760,3945,7749,30576,114180
8,3056,3056.000,215,676,1691,3273,2913,4267,8539,33232,121815
9,3230,3230.000,220,654,1409,3088,2787,4071,8438,32383,111957
10,3446,3446.000,214,640,1657,2875,2782,3828,7425,31189,88148
11,3270,3270.000,213,643,1522,3066,2791,4014,8176,31034,90131
12,3272,3272.000,229,660,1521,3079,2773,3963,8034,32661,113170
13,3455,3455.000,196,639,1566,2855,2773,3935,7686,29169,86226
14,3524,3524.000,200,633,1520,2847,2682,3835,7988,29435,102045
15,3555,3555.000,211,638,1567,2788,2667,3735,7482,29851,88320
16,3636,3636.000,188,613,1492,2756,2590,3776,7755,27610,87639
17,3134,3134.000,195,632,1491,3160,2697,4066,8430,32884,115959
18,3520,3520.000,216,623,1587,2860,2683,3742,7633,29657,86459
19,3387,3387.000,207,636,1540,2927,2680,3864,7848,30670,112342
20,3509,3509.000,211,635,1560,2851,2716,3771,7371,30354,99770
21,3273,3273.000,208,632,1473,3042,2679,3857,8015,31312,106090
22,3327,3327.000,210,628,1523,3010,2678,3853,7902,32631,100795
23,3592,3592.000,200,612,1414,2776,2605,3678,7520,29991,89695
24,3571,3571.000,203,614,1405,2823,2619,3929,7516,29785,114534
25,3385,3385.000,216,639,1540,2946,2650,3796,8048,30912,88313
26,3518,3518.000,219,623,1480,2820,2582,3562,7560,31309,108212
27,3478,3478.000,192,630,1475,2870,2676,3908,7557,30834,106900
28,3471,3471.000,189,614,1431,2885,2613,3840,7655,30932,117901
29,3550,3550.000,178,608,1424,2810,2533,3570,7790,29678,90340
30,3800,3800.000,170,604,1354,2640,2602,3552,7189,29211,86922
31,3418,3418.000,207,614,1448,2905,2638,3868,8154,29922,112147
32,3738,3738.000,209,607,1412,2666,2547,3704,7438,27993,105200
33,3328,3328.000,201,623,1518,3004,2693,3884,7831,32405,113261
34,3278,3278.000,197,638,1579,3069,2715,4073,8127,31630,109665
35,3277,3277.000,222,620,1392,3014,2621,3740,8384,31904,111017
36,3475,3475.000,209,603,1505,2877,2562,3778,8167,31163,88660
37,3564,3564.000,216,619,1500,2807,2644,3717,7550,30675,102749
38,3730,3730.000,178,600,1446,2693,2530,3519,7278,29129,87314
39,3491,3491.000,199,620,1489,2868,2624,3747,7482,31518,89142
40,3480,3480.000,196,632,1547,2852,2645,3719,7554,29857,89094
41,3619,3619.000,193,602,1433,2754,2551,3650,7307,29041,87485
42,3844,3844.000,194,577,1363,2595,2479,3519,7036,28148,87847
43,3419,3419.000,208,608,1361,2924,2608,3767,7998,31925,109826
44,3482,3482.000,192,629,1536,2878,2692,3884,7386,30869,116852
45,3351,3351.000,207,623,1454,2992,2625,3706,7912,31549,111231
46,3182,3182.000,187,635,1587,3147,2657,3890,8197,32465,110298
47,3481,3481.000,202,604,1426,2833,2553,3734,7591,32240,109583
48,3495,3495.000,205,616,1500,2860,2628,3735,7621,30982,119583
49,3607,3607.000,204,614,1433,2770,2582,3632,7310,30549,101124
50,3454,3454.000,210,612,1456,2928,2612,3673,7796,30903,102780
51,3542,3542.000,206,633,1571,2795,2632,3720,7514,30351,89021
52,3291,3291.000,221,624,1582,3066,2654,3744,8192,31175,102034
53,3669,3669.000,183,618,1502,2685,2566,3562,7189,28247,85555
54,3342,3342.000,191,611,1469,2991,2556,3661,8239,31902,97679
55,3375,3375.000,204,635,1482,2967,2656,3802,7527,31707,107574
56,3477,3477.000,190,612,1436,2877,2592,3714,7885,30317,101887
57,3587,3587.000,199,607,1402,2778,2566,3636,7717,28805,87024
58,3650,3650.000,200,619,1478,2746,2641,3706,7086,28381,115095
59,3490,3490.000,204,592,1444,2824,2522,3629,7924,30639,116698
