Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,191.800,2.868,1.183,2.011,2.572,3.404,4.673,5.231,6.277,10.708,0.349
5,200.600,2.625,1.051,1.917,2.469,3.002,3.948,4.636,5.527,11.924,0.381
10,200.800,2.501,1.023,1.884,2.344,2.846,3.788,4.362,5.074,5.800,0.400
15,213.400,2.531,1.031,1.792,2.333,2.994,4.043,4.556,5.206,6.195,0.395
20,194.800,2.500,0.993,1.809,2.275,2.881,3.934,4.516,5.108,10.665,0.400
25,215.000,2.492,0.864,1.806,2.285,2.987,3.898,4.411,5.071,8.339,0.401
30,211.800,2.347,0.991,1.716,2.195,2.765,3.571,4.130,4.827,5.365,0.426
35,207.600,2.345,0.969,1.731,2.164,2.734,3.655,4.195,4.819,8.686,0.426
40,203.800,2.289,1.011,1.675,2.139,2.655,3.539,4.055,4.683,5.090,0.437
45,204.800,2.382,0.943,1.750,2.198,2.768,3.716,4.266,4.816,5.933,0.420
50,214.400,2.434,0.967,1.709,2.167,2.749,3.787,4.382,6.979,15.097,0.411
55,188.800,2.450,0.845,1.728,2.202,2.875,3.767,4.345,5.794,13.395,0.408
60,37.000,2.282,0.954,1.731,2.146,2.633,3.269,4.194,4.850,5.350,0.438
