Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.600,165.938,121.156,131.355,144.509,172.265,251.529,279.494,336.358,336.358,0.006
5,18.200,157.077,120.775,127.411,134.245,167.491,235.413,286.330,343.209,343.209,0.006
10,20.200,144.076,120.248,124.588,130.590,155.452,175.887,203.334,258.162,282.907,0.007
15,16.200,143.867,120.198,125.313,129.339,148.981,179.446,213.087,283.197,283.197,0.007
20,18.600,145.506,120.766,125.529,131.186,155.255,174.774,220.056,289.001,289.001,0.007
25,20.400,146.729,120.617,126.577,138.743,160.179,187.124,196.032,245.996,274.361,0.007
30,15.400,159.574,121.841,126.177,137.765,166.640,221.812,308.694,389.437,389.437,0.006
35,18.400,147.987,119.764,124.031,131.380,158.364,200.026,252.627,300.809,300.809,0.007
40,17.600,148.572,119.583,125.327,134.783,154.631,193.598,225.757,387.358,387.358,0.007
45,19.600,149.781,120.871,126.362,135.202,157.835,192.733,231.993,334.057,334.057,0.007
50,17.800,150.812,120.311,125.725,130.675,158.743,191.534,238.274,401.452,401.452,0.007
55,20.800,142.544,118.982,124.229,129.531,150.579,183.262,195.892,260.534,360.807,0.007
60,3.000,144.581,121.466,124.634,138.978,161.931,168.247,202.024,202.024,202.024,0.007
