Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.000,40.853,13.871,15.752,51.312,57.266,68.564,93.303,94.692,94.692,0.024
5,16.000,51.428,13.956,24.836,57.293,62.283,81.306,101.410,115.701,115.701,0.019
10,16.000,53.962,19.015,20.625,63.179,65.670,80.625,99.093,113.330,113.330,0.019
15,18.600,53.329,19.110,19.987,62.472,65.479,96.741,110.222,117.191,117.191,0.019
20,17.200,49.209,18.846,20.053,62.855,64.553,73.110,83.104,111.237,111.237,0.020
25,18.800,49.085,19.237,21.495,62.518,63.836,70.691,78.737,110.665,110.665,0.020
30,18.200,53.073,19.024,20.218,62.377,67.303,89.188,98.377,113.414,113.414,0.019
35,19.000,52.898,19.235,21.513,63.148,67.674,80.870,109.452,115.988,115.988,0.019
40,21.200,49.643,18.997,20.285,62.259,64.124,71.262,82.421,109.013,110.646,0.020
45,18.200,54.395,18.862,26.647,62.784,65.451,77.891,104.180,114.996,114.996,0.018
50,19.000,50.679,19.055,20.411,62.036,66.799,86.118,111.383,118.550,118.550,0.020
55,19.000,52.388,19.304,21.031,62.463,64.719,71.622,92.561,116.765,116.765,0.019
60,4.200,54.327,19.396,20.292,62.467,66.303,78.481,96.773,110.193,110.193,0.018
