Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,190.400,29.902,0.429,0.717,43.669,45.444,57.603,74.562,80.901,130.357,0.033
5,188.600,30.361,0.382,0.698,43.530,45.207,54.251,75.426,79.957,122.108,0.033
10,192.000,29.605,0.379,0.596,43.464,45.283,56.476,74.766,79.644,131.583,0.034
15,211.000,30.106,0.347,0.616,43.463,45.132,54.841,74.953,80.399,131.896,0.033
20,199.400,29.563,0.330,0.601,43.417,44.945,53.694,76.442,79.715,131.094,0.034
25,187.200,28.548,0.320,0.578,43.227,44.877,54.039,74.979,80.461,89.592,0.035
30,208.800,28.221,0.357,0.547,43.228,44.712,51.392,72.009,79.948,82.987,0.035
35,202.000,29.125,0.365,0.560,43.160,44.798,53.664,76.619,79.978,101.524,0.034
40,207.800,29.203,0.322,0.539,43.284,44.701,54.354,77.527,79.868,85.448,0.034
45,195.000,28.969,0.336,0.562,43.210,44.418,50.322,72.662,80.289,123.585,0.035
50,200.200,29.319,0.355,0.548,43.160,44.770,54.163,70.371,79.163,131.656,0.034
55,183.600,30.275,0.339,0.578,43.370,44.922,57.371,77.086,79.961,85.795,0.033
60,42.000,29.036,0.363,0.535,43.164,44.120,57.041,78.179,79.489,80.358,0.034
