Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,97.200,1.063,0.253,0.539,0.898,1.448,1.766,1.927,3.050,13.259,0.940
5,84.000,1.020,0.219,0.475,1.005,1.473,1.729,1.844,2.221,3.122,0.980
10,62.600,1.381,0.259,1.242,1.409,1.650,1.822,1.993,2.432,2.832,0.724
15,61.200,1.391,0.307,1.233,1.436,1.645,1.863,1.977,2.294,2.701,0.719
20,58.000,1.390,0.281,1.239,1.416,1.593,1.845,1.943,2.756,3.363,0.719
25,65.000,1.156,0.238,0.604,1.296,1.544,1.749,1.875,2.181,2.446,0.865
30,58.000,1.285,0.281,1.156,1.356,1.559,1.682,1.759,2.010,2.120,0.778
35,59.000,1.367,0.235,1.252,1.415,1.576,1.747,1.842,2.150,2.630,0.732
40,60.400,1.267,0.226,1.096,1.350,1.577,1.733,1.876,2.122,2.436,0.789
45,64.600,1.321,0.286,1.170,1.386,1.545,1.754,1.909,2.204,2.740,0.757
50,57.200,1.247,0.240,1.083,1.342,1.505,1.716,1.859,2.123,2.216,0.802
55,62.000,1.310,0.277,1.156,1.375,1.543,1.752,1.890,2.086,2.704,0.763
