Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2359.800,4.228,0.253,1.225,2.720,4.839,10.366,13.174,26.423,86.884,0.237
5,2130.400,4.680,0.219,1.634,2.820,6.714,11.315,13.614,25.647,57.106,0.214
10,1512.200,6.594,0.259,2.606,3.432,9.862,13.177,14.725,27.303,66.099,0.152
15,1462.600,6.819,0.307,2.653,3.756,9.990,13.455,15.256,27.536,59.096,0.147
20,1460.400,6.821,0.281,2.663,3.845,10.130,13.408,15.043,27.464,55.578,0.147
25,1705.600,5.845,0.238,2.330,3.086,8.823,12.977,14.660,27.024,53.376,0.171
30,1472.400,6.774,0.281,2.672,3.748,10.050,13.453,14.977,27.274,57.354,0.148
35,1504.200,6.629,0.235,2.599,3.505,9.905,13.285,14.837,26.990,65.859,0.151
40,1596.800,6.248,0.226,2.480,3.269,9.308,13.147,14.733,27.319,59.795,0.160
45,1513.000,6.605,0.286,2.618,3.566,9.804,13.152,14.854,27.301,77.796,0.151
50,1537.000,6.485,0.240,2.579,3.451,9.749,13.061,14.841,27.296,66.955,0.154
55,1494.800,6.659,0.277,2.615,3.620,9.837,13.232,14.924,27.121,73.301,0.150
