Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1012.200,1.692,0.415,0.772,1.166,2.590,3.140,3.345,4.062,70.792,0.591
5,902.800,1.825,0.400,0.789,1.820,2.734,3.077,3.270,3.671,4.907,0.548
10,662.800,2.556,0.426,2.394,2.690,2.980,3.245,3.411,3.830,26.328,0.391
15,618.000,2.549,0.458,2.370,2.711,2.996,3.256,3.419,3.760,11.046,0.392
20,624.000,2.593,0.454,2.401,2.720,3.021,3.264,3.429,3.842,9.751,0.386
25,741.000,2.192,0.425,1.136,2.559,2.908,3.181,3.338,3.721,10.473,0.456
30,623.800,2.594,0.383,2.415,2.722,2.998,3.259,3.408,3.738,9.572,0.385
35,650.800,2.510,0.432,2.350,2.677,2.957,3.215,3.383,3.743,9.913,0.398
40,698.600,2.364,0.414,2.047,2.610,2.931,3.192,3.389,3.771,19.957,0.423
45,639.600,2.510,0.431,2.334,2.680,2.959,3.222,3.385,3.767,10.434,0.398
50,652.000,2.465,0.370,2.305,2.655,2.936,3.196,3.344,3.704,10.258,0.406
55,636.200,2.537,0.437,2.339,2.681,2.963,3.221,3.387,3.690,23.172,0.394
