Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,3303,3303.000,340,971,2022,3022,3588,5512,7300,17518,86884
1,3632,3632.000,311,847,2067,2751,3337,5870,8066,13740,27200
2,2212,2212.000,253,1489,2922,4520,6078,10881,13598,26016,51656
3,1330,1330.000,673,2857,5921,7476,10919,14182,16164,28068,51499
4,1322,1322.000,1056,2849,6203,7535,11230,14118,16596,27451,50143
5,2597,2597.000,265,1270,2479,3839,4905,9040,11882,19270,38226
6,2371,2371.000,272,1519,2628,4201,5798,10009,12615,23452,50275
7,2970,2970.000,219,901,2293,3353,3477,8130,11864,16002,28842
8,1332,1332.000,923,2829,6863,7529,10851,13907,15337,27220,57106
9,1382,1382.000,1137,2798,6387,7181,10431,13412,15042,27007,52592
10,1436,1436.000,1072,2718,3423,7104,10404,13461,15119,28065,66099
11,1313,1313.000,950,2789,6396,7431,10791,13769,15469,27303,57817
12,2100,2100.000,259,1682,2798,4729,6819,11446,13376,25726,52378
13,1388,1388.000,1146,2761,6410,7179,10512,13244,14635,27257,44602
14,1324,1324.000,1154,2804,6590,7552,10943,13859,15415,27426,55427
15,1323,1323.000,949,2754,6467,7512,10782,13978,15681,28019,59096
16,1386,1386.000,715,2781,6119,7210,10334,13855,15744,27448,45201
17,1962,1962.000,307,1804,3047,5081,7436,11520,13459,26163,53083
18,1314,1314.000,962,2799,6527,7589,11012,13874,16624,27634,53452
19,1328,1328.000,1039,2777,6629,7523,10851,13790,15768,27864,49304
20,1384,1384.000,1124,2757,6400,7168,10572,13597,15023,27067,46153
21,1344,1344.000,1157,2824,6352,7453,10940,13807,15161,27890,55578
22,1902,1902.000,281,1782,2959,5227,7296,12122,14362,27190,53212
23,1310,1310.000,949,2828,6705,7596,10915,13801,16512,27610,50888
24,1362,1362.000,862,2766,6180,7325,10485,13462,14986,28062,53893
25,1822,1822.000,260,2117,2934,5452,8273,12761,14353,26915,50225
26,1938,1938.000,271,1684,2831,5164,7520,12337,14354,26503,29208
27,2043,2043.000,238,1616,2874,4876,6869,11712,13982,26617,29901
28,1375,1375.000,821,2746,6240,7244,10677,13618,15313,27394,53376
29,1350,1350.000,1074,2787,6353,7394,10916,13983,15362,28078,30466
30,1325,1325.000,1080,2781,6396,7527,11000,13893,15632,27875,57354
31,1378,1378.000,672,2766,5995,7241,10485,13869,15573,27345,51573
32,1963,1963.000,281,1917,3010,5090,7184,11792,13968,26928,51676
33,1333,1333.000,938,2778,6679,7453,10948,13709,15150,27256,31260
34,1363,1363.000,1031,2786,6713,7325,10736,13596,14801,27110,44481
35,1334,1334.000,1089,2764,6679,7480,10919,13760,15194,27285,48728
36,1327,1327.000,967,2736,6498,7482,11149,13614,15321,27356,29102
37,2112,2112.000,235,1587,2814,4724,6923,11281,13411,25913,46610
38,1379,1379.000,992,2777,6324,7261,10415,13849,15359,27167,54813
39,1369,1369.000,1010,2757,6384,7273,10710,13627,15222,27051,65859
40,1348,1348.000,691,2756,6344,7401,10756,13650,15843,27935,30013
41,1381,1381.000,1053,2716,5642,7213,10167,13679,15562,27428,50396
42,2143,2143.000,255,1577,2805,4648,6610,11002,13463,26167,28370
43,1332,1332.000,1069,2799,6258,7501,10859,13955,16718,27382,59795
44,1780,1780.000,226,2130,3084,5615,8169,12697,14389,26926,49170
45,1328,1328.000,1084,2792,6472,7507,10780,13907,16057,27769,52291
46,1573,1573.000,343,2523,3520,6339,9340,12826,14741,26899,47160
47,1931,1931.000,286,2044,3052,5170,7527,11657,13645,25839,77796
48,1355,1355.000,1021,2772,6717,7355,10936,13572,14882,27282,52594
49,1378,1378.000,1116,2729,6015,7309,10625,13581,15884,27858,56891
50,1314,1314.000,1048,2809,6869,7528,10895,13593,15392,27190,28889
51,1391,1391.000,927,2722,6199,7185,10332,13230,15042,27580,52433
52,2252,2252.000,240,1490,2786,4424,6073,10778,13343,25631,42647
53,1347,1347.000,896,2750,6477,7417,10820,13433,15764,27150,66955
54,1381,1381.000,994,2745,6409,7237,10687,13615,15048,28023,47700
55,1316,1316.000,956,2800,6663,7613,10972,13731,15860,27701,57636
56,1338,1338.000,981,2763,6446,7436,10639,13808,16238,27975,56435
57,2098,2098.000,277,1634,2927,4749,6766,11044,13196,25516,53806
58,1315,1315.000,1069,2739,6455,7555,10957,13819,16281,27156,73301
59,1407,1407.000,980,2731,5866,7035,10290,13432,14801,26464,46763
