Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1064.800,5.923,1.149,2.762,4.099,8.458,12.182,13.878,15.915,86.884,0.169
5,970.000,6.672,1.059,2.881,6.226,9.750,12.702,13.933,15.414,20.162,0.150
10,670.800,9.576,1.242,7.494,9.708,12.145,13.779,14.554,15.712,36.789,0.104
15,662.600,9.545,1.165,7.435,9.573,12.139,13.872,14.692,15.890,22.018,0.105
20,655.200,9.631,1.199,7.522,9.810,12.159,13.847,14.576,15.583,26.977,0.104
25,768.800,8.327,1.042,4.733,8.583,11.640,13.670,14.461,15.622,20.820,0.120
30,675.200,9.643,1.309,7.517,9.810,12.262,13.932,14.674,15.867,20.944,0.104
35,672.800,9.513,1.034,7.408,9.704,12.142,13.826,14.521,15.693,21.617,0.105
40,702.600,8.925,1.029,6.556,9.151,11.792,13.641,14.440,15.783,31.562,0.112
45,686.200,9.356,1.372,7.232,9.522,12.008,13.733,14.506,15.823,20.719,0.107
50,700.600,9.203,1.198,7.006,9.443,11.917,13.631,14.509,15.914,23.454,0.109
55,675.800,9.467,1.171,7.313,9.516,12.102,13.810,14.469,16.014,31.425,0.106
