Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,86.000,4.014,1.402,2.174,3.060,6.045,6.895,7.434,7.854,27.078,0.249
5,93.000,4.159,1.324,2.043,3.637,6.368,6.918,7.279,7.786,7.932,0.240
10,58.600,5.975,1.459,5.847,6.377,6.942,7.373,7.601,8.139,11.312,0.167
15,56.200,6.204,1.680,6.047,6.515,6.975,7.381,7.614,8.147,12.963,0.161
20,61.400,6.132,1.622,5.919,6.506,6.943,7.338,7.593,8.079,9.111,0.163
25,59.000,5.221,1.321,2.868,6.188,6.726,7.163,7.440,8.148,8.344,0.192
30,59.400,6.186,1.623,5.961,6.437,7.032,7.404,7.634,8.338,8.459,0.162
35,59.800,6.141,1.422,5.994,6.501,7.001,7.435,7.623,8.105,8.471,0.163
40,65.600,5.735,1.571,5.447,6.253,6.803,7.229,7.462,7.851,8.434,0.174
45,60.600,5.940,1.744,5.662,6.430,6.928,7.397,7.606,8.039,8.165,0.168
50,65.800,5.885,1.487,5.792,6.324,6.819,7.307,7.704,8.154,8.800,0.170
55,60.600,5.966,1.671,5.800,6.327,6.847,7.253,7.553,8.004,10.126,0.168
