Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,190.200,2.442,1.051,1.715,2.233,2.899,3.891,4.535,5.298,5.929,0.410
5,209.800,2.296,0.972,1.647,2.103,2.658,3.617,4.247,4.973,6.734,0.436
10,190.400,2.208,0.928,1.610,2.051,2.564,3.338,3.984,4.677,5.405,0.453
15,227.600,2.214,0.926,1.595,2.049,2.547,3.453,4.027,4.808,5.355,0.452
20,196.600,2.194,0.930,1.609,2.038,2.580,3.359,3.933,4.754,5.112,0.456
25,213.800,2.268,0.976,1.656,2.094,2.617,3.541,4.028,4.719,5.912,0.441
30,220.600,2.099,0.866,1.519,1.979,2.373,3.224,3.908,4.711,10.287,0.476
35,193.400,2.168,0.995,1.524,1.960,2.519,3.490,3.974,4.664,10.442,0.461
40,217.600,2.155,0.917,1.548,2.008,2.507,3.399,3.943,4.654,5.271,0.464
45,215.600,2.126,0.872,1.545,1.946,2.441,3.352,3.888,4.646,5.620,0.470
50,185.000,2.212,0.921,1.585,2.014,2.601,3.530,3.986,4.745,5.054,0.452
55,210.000,2.215,0.949,1.585,2.042,2.645,3.480,3.935,4.759,8.100,0.452
60,47.600,2.230,0.986,1.612,2.059,2.598,3.523,3.806,4.747,4.861,0.448
