Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,160.400,5.915,3.517,4.970,5.551,6.168,6.840,7.901,16.112,34.693,0.169
5,166.800,5.566,3.423,4.819,5.380,5.934,6.678,7.657,10.695,15.323,0.180
10,178.600,5.557,3.143,4.883,5.351,5.888,6.486,7.452,10.855,15.054,0.180
15,170.800,5.361,3.472,4.810,5.224,5.692,6.220,6.618,10.688,13.285,0.187
20,166.600,5.473,3.500,4.873,5.309,5.764,6.383,7.106,10.827,14.606,0.183
25,160.200,5.789,3.930,5.281,5.689,6.151,6.592,6.899,10.159,12.358,0.173
30,149.400,6.026,3.840,5.455,5.920,6.372,6.854,7.278,12.302,13.658,0.166
35,148.600,6.140,4.081,5.531,6.016,6.512,7.021,7.344,11.840,18.733,0.163
40,139.000,6.289,3.918,5.632,6.130,6.682,7.272,7.746,12.024,14.359,0.159
45,124.600,6.428,3.859,5.652,6.262,6.893,7.514,8.244,12.484,14.058,0.156
50,170.800,5.744,3.807,5.096,5.610,6.076,6.727,7.252,11.302,16.213,0.174
55,150.000,5.609,3.646,5.010,5.470,5.975,6.431,6.871,11.029,19.315,0.178
