Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.000,0.496,0.203,0.318,0.383,0.497,0.725,0.988,1.835,12.233,2.015
5,163.200,0.338,0.181,0.281,0.318,0.375,0.448,0.515,0.642,0.921,2.954
10,161.800,0.327,0.158,0.266,0.309,0.369,0.439,0.480,0.587,0.823,3.060
15,176.800,0.313,0.180,0.265,0.301,0.347,0.401,0.439,0.535,0.833,3.200
20,176.400,0.317,0.175,0.264,0.307,0.356,0.418,0.454,0.525,0.679,3.153
25,167.800,0.322,0.171,0.270,0.310,0.355,0.414,0.459,0.535,3.106,3.103
30,157.000,0.321,0.174,0.266,0.312,0.360,0.420,0.454,0.560,0.672,3.116
35,156.800,0.309,0.162,0.260,0.299,0.344,0.402,0.449,0.530,0.821,3.233
40,141.400,0.303,0.172,0.253,0.293,0.345,0.390,0.430,0.500,0.645,3.299
45,133.000,0.304,0.157,0.251,0.288,0.343,0.405,0.446,0.560,1.088,3.293
50,158.800,0.317,0.187,0.267,0.304,0.355,0.413,0.452,0.548,0.785,3.158
55,158.800,0.312,0.183,0.259,0.298,0.352,0.406,0.452,0.560,0.760,3.207
