Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,152.600,22.367,16.946,19.606,20.985,22.942,25.387,27.228,77.631,190.996,0.045
5,168.200,21.534,16.720,19.485,20.935,23.015,25.540,26.808,30.155,33.218,0.046
10,176.200,21.119,16.222,19.171,20.654,22.455,24.660,26.344,29.652,36.200,0.047
15,176.800,20.855,16.517,19.210,20.512,22.030,23.921,25.267,27.756,29.986,0.048
20,170.000,20.759,16.447,19.159,20.368,22.000,23.796,24.970,27.830,29.948,0.048
25,158.200,20.935,16.723,19.379,20.564,22.035,23.572,25.040,27.709,29.385,0.048
30,158.800,21.465,17.391,19.806,20.979,22.668,24.437,25.877,29.194,29.962,0.047
35,149.800,22.217,18.340,20.558,21.657,23.315,25.613,27.255,29.676,31.431,0.045
40,144.000,23.491,19.096,21.682,23.011,24.446,26.775,29.209,32.082,33.605,0.043
45,137.400,25.167,20.483,23.205,24.605,26.368,29.050,31.045,34.338,36.380,0.040
50,151.000,23.290,18.825,21.461,22.485,24.217,26.779,29.521,33.419,41.545,0.043
55,156.800,23.414,19.581,21.819,22.836,24.475,26.471,28.082,31.209,35.201,0.043
