Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2874,2874.000,398,781,1841,3476,2987,5349,10041,31947,190996
1,4133,4133.000,259,613,1442,2416,2420,3339,6197,23851,30449
2,4365,4365.000,230,586,1316,2283,2388,3303,5712,21889,29334
3,4151,4151.000,218,584,1398,2415,2473,3507,6204,22938,29727
4,4401,4401.000,203,561,1374,2268,2348,3290,5657,21637,29039
5,4321,4321.000,187,562,1356,2302,2369,3308,5714,22696,31474
6,4484,4484.000,181,556,1291,2230,2295,3179,5681,21866,27795
7,4125,4125.000,210,571,1384,2415,2402,3419,6125,23339,31441
8,3973,3973.000,184,602,1434,2508,2562,3808,6457,25248,33218
9,4250,4250.000,215,555,1393,2356,2356,3404,5982,22395,28417
10,4253,4253.000,192,560,1367,2345,2387,3444,5968,21816,28759
11,4267,4267.000,165,538,1291,2339,2329,3335,6025,22543,31034
12,3977,3977.000,197,606,1424,2507,2592,4102,6354,23959,36200
13,3991,3991.000,158,550,1378,2500,2394,3614,7343,23408,32740
14,4306,4306.000,186,552,1353,2316,2354,3387,5918,21883,27460
15,4158,4158.000,199,558,1386,2399,2402,3441,5954,22510,28917
16,4364,4364.000,180,550,1368,2285,2299,3301,5638,22010,29481
17,4445,4445.000,190,541,1198,2251,2302,3227,5751,21917,29111
18,4448,4448.000,207,549,1304,2244,2290,3189,5660,22214,27965
19,4347,4347.000,190,557,1370,2295,2379,3235,5692,21815,29986
20,4366,4366.000,191,543,1300,2285,2355,3226,5677,22225,29948
21,4210,4210.000,175,563,1378,2379,2375,3433,6027,22370,28917
22,4466,4466.000,195,561,1360,2227,2377,3277,5621,21008,25869
23,4387,4387.000,175,551,1294,2288,2364,3351,5713,22093,29354
24,4408,4408.000,209,569,1405,2256,2425,3429,5593,21527,29113
25,4075,4075.000,210,588,1391,2451,2543,4724,6564,22405,28098
26,4014,4014.000,189,613,1473,2500,2543,4790,6380,22271,28866
27,4062,4062.000,195,633,1451,2452,2593,4638,6399,21816,26641
28,3907,3907.000,171,644,1431,2553,2579,4927,6746,21887,29002
29,4079,4079.000,187,661,1449,2444,2559,4384,6308,21846,29385
30,3870,3870.000,174,693,1446,2587,2565,4327,7011,22830,29914
31,3821,3821.000,193,709,1504,2612,2631,4961,6814,21737,29036
32,3669,3669.000,192,749,1512,2723,2656,5134,7221,23540,29384
33,3926,3926.000,204,749,1545,2543,2656,4114,6362,21939,29865
34,3752,3752.000,177,776,1539,2665,2687,4676,6681,23142,29962
35,3930,3930.000,195,795,1566,2535,2630,3903,6518,22509,30194
36,3761,3761.000,198,814,1581,2654,2689,4605,6484,22394,29427
37,3730,3730.000,187,828,1505,2688,2669,4284,6699,23462,30822
38,3747,3747.000,162,841,1407,2660,2639,4025,6604,23979,31431
39,3691,3691.000,169,861,1464,2705,2696,4113,6595,24013,30437
40,3546,3546.000,185,908,1683,2811,2816,4178,6784,24350,32436
41,3598,3598.000,181,911,1618,2797,2749,4308,6900,23687,32082
42,3556,3556.000,173,931,1578,2787,2762,4344,6894,24312,32623
43,3556,3556.000,172,958,1660,2831,2821,4226,6797,24776,32109
44,3438,3438.000,188,964,1572,2902,2743,4222,7329,25248,33605
45,3594,3594.000,188,986,1539,2763,2785,4130,6781,25833,31949
46,3398,3398.000,157,1017,1655,2943,2802,4206,6948,26559,32874
47,3206,3206.000,165,1065,1807,3127,2939,4567,7449,26341,34476
48,3346,3346.000,184,1035,1653,2983,2784,4037,6933,26524,35340
49,3346,3346.000,170,1092,1748,2995,2818,4091,6973,26913,36380
50,3652,3652.000,187,665,1594,2722,2750,4298,6751,26166,41545
51,4150,4150.000,193,593,1384,2420,2508,3930,5893,23591,30470
52,3932,3932.000,199,635,1389,2525,2573,3936,6295,23543,30493
53,4065,4065.000,192,647,1377,2462,2508,3633,5941,23598,29916
54,3785,3785.000,188,688,1484,2646,2619,4199,6338,24835,36686
55,3708,3708.000,183,696,1434,2682,2608,4169,6778,25107,32681
56,3962,3962.000,195,690,1407,2532,2547,3648,6130,24553,30491
57,4050,4050.000,189,626,1389,2474,2439,3398,5784,24980,31459
58,4294,4294.000,194,607,1333,2318,2363,3179,5560,23416,30224
59,4135,4135.000,190,625,1425,2388,2434,3322,5544,24175,35201
