Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3984.800,2.507,0.203,0.603,1.443,2.478,3.604,6.270,23.166,190.996,0.399
5,4230.600,2.359,0.181,0.567,1.366,2.389,3.415,5.934,23.005,33.218,0.424
10,4158.800,2.399,0.158,0.558,1.358,2.405,3.589,6.159,22.589,36.200,0.417
15,4352.400,2.294,0.180,0.551,1.331,2.338,3.271,5.753,22.041,29.986,0.436
20,4367.400,2.286,0.175,0.557,1.349,2.380,3.339,5.702,21.953,29.948,0.437
25,4027.400,2.480,0.171,0.629,1.442,2.562,4.712,6.457,22.011,29.385,0.403
30,3807.600,2.625,0.174,0.737,1.506,2.639,4.660,6.782,22.793,29.962,0.381
35,3771.800,2.648,0.162,0.828,1.515,2.665,4.118,6.574,23.312,31.431,0.378
40,3538.800,2.825,0.172,0.933,1.624,2.776,4.238,6.923,24.449,33.605,0.354
45,3378.000,2.958,0.157,1.037,1.680,2.824,4.161,7.013,26.375,36.380,0.338
50,3916.800,2.551,0.187,0.642,1.446,2.586,3.986,6.181,24.140,41.545,0.392
55,4029.800,2.473,0.183,0.648,1.397,2.474,3.481,5.941,24.382,35.201,0.404
