Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1796.000,2.426,0.852,1.796,2.239,2.742,3.204,3.553,5.065,100.799,0.412
5,1929.000,2.228,0.900,1.723,2.163,2.643,3.100,3.376,4.042,10.906,0.449
10,1865.600,2.232,0.734,1.724,2.162,2.652,3.097,3.408,4.138,10.324,0.448
15,1961.200,2.168,0.826,1.680,2.120,2.584,2.991,3.231,3.708,9.648,0.461
20,1976.800,2.223,0.815,1.733,2.173,2.632,3.058,3.345,3.925,7.883,0.450
25,1818.600,2.510,0.855,1.814,2.305,2.849,3.610,4.715,6.607,11.565,0.398
30,1719.400,2.561,0.943,1.884,2.369,2.940,3.616,4.511,6.474,10.648,0.390
35,1674.200,2.563,0.943,1.955,2.432,2.967,3.541,4.065,5.757,8.590,0.390
40,1596.800,2.659,0.973,2.032,2.511,3.085,3.668,4.156,6.215,11.429,0.376
45,1528.000,2.716,1.064,2.099,2.581,3.151,3.735,4.146,6.050,10.444,0.368
50,1747.600,2.453,0.909,1.856,2.331,2.882,3.417,3.860,5.533,12.838,0.408
55,1809.000,2.334,0.873,1.801,2.255,2.757,3.215,3.499,4.446,9.804,0.428
