Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.000,1591.305,323.519,344.835,412.461,3708.881,3816.893,3905.868,3905.868,3905.868,0.001
5,3.800,1457.269,248.899,260.722,340.956,4314.171,4442.494,4498.937,4498.937,4498.937,0.001
10,4.800,1089.771,278.736,308.621,457.884,1142.630,3479.459,3480.496,3524.494,3524.494,0.001
15,3.600,1126.716,245.792,295.424,446.370,2605.168,2634.301,2698.924,2698.924,2698.924,0.001
20,5.200,1650.068,237.161,475.115,548.011,2561.993,4426.735,4430.471,4626.188,4626.188,0.001
25,1.400,3094.101,2811.220,2819.660,2855.554,2910.986,4520.767,4520.767,4520.767,4520.767,0.000
30,4.800,918.405,239.603,350.931,515.901,2191.270,2262.759,2286.942,2320.582,2320.582,0.001
35,6.200,745.426,239.413,286.512,308.576,468.600,2741.994,2870.188,2886.808,2886.808,0.001
40,2.000,1487.272,290.320,416.205,1706.975,2248.039,3719.342,3719.342,3719.342,3719.342,0.001
45,1.400,2839.633,347.125,409.973,3492.355,4104.128,6342.960,6342.960,6342.960,6342.960,0.000
50,4.200,1053.183,267.144,375.830,473.122,1925.200,2661.172,2678.088,2775.883,2775.883,0.001
55,4.800,531.644,276.632,337.882,379.497,481.585,1101.061,1350.595,1729.163,1729.163,0.002
60,0.400,344.653,337.979,337.979,351.327,351.327,351.327,351.327,351.327,351.327,0.003
