Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,92.200,13.141,1.122,1.615,1.807,3.568,49.144,51.022,104.500,117.445,0.076
5,102.400,9.373,1.283,1.648,1.819,2.069,48.605,50.227,53.972,106.563,0.107
10,114.600,5.868,1.211,1.741,1.895,2.067,2.466,48.674,51.270,56.212,0.170
15,118.000,2.667,1.246,1.740,1.912,2.107,2.270,2.418,48.364,110.228,0.375
20,111.800,2.386,1.303,1.850,2.051,2.236,2.441,2.552,3.424,48.016,0.419
25,107.800,2.438,1.382,1.955,2.193,2.381,2.556,2.769,3.651,52.747,0.410
30,102.400,2.336,1.377,2.047,2.369,2.579,2.716,2.836,3.079,7.839,0.428
35,93.600,2.553,1.456,2.292,2.582,2.772,2.982,3.106,3.956,7.873,0.392
40,96.400,2.679,1.686,2.447,2.692,2.881,3.101,3.203,3.741,7.179,0.373
45,96.000,2.775,1.680,2.424,2.839,3.043,3.280,3.449,3.811,4.155,0.360
50,85.400,2.885,1.605,2.547,2.928,3.172,3.425,3.551,3.994,8.579,0.347
55,95.600,2.669,1.295,2.080,2.860,3.178,3.405,3.522,3.859,14.663,0.375
